drug_row,drug_col,cell_line_name,css
LAPATINIB,MK-8776,A427,43.64
LAPATINIB,MK-8776,A427,33.14
LAPATINIB,MK-8776,A427,49.681
LAPATINIB,MK-8776,A427,57.184
LAPATINIB,OXALIPLATIN,A427,38.6
LAPATINIB,OXALIPLATIN,A427,43.4115
LAPATINIB,OXALIPLATIN,A427,44.592
LAPATINIB,OXALIPLATIN,A427,32.2875
LAPATINIB,PD325901,A427,68.717
LAPATINIB,PD325901,A427,58.909
LAPATINIB,PD325901,A427,58.847
LAPATINIB,PD325901,A427,51.3285
LAPATINIB,SN-38,A427,67.1885
LAPATINIB,SN-38,A427,68.5675
LAPATINIB,SN-38,A427,64.833
LAPATINIB,SN-38,A427,79.309
LAPATINIB,SORAFENIB,A427,83.587
LAPATINIB,SORAFENIB,A427,81.542
LAPATINIB,SORAFENIB,A427,79.0105
LAPATINIB,SORAFENIB,A427,83.078
LAPATINIB,TOPOTECAN,A427,70.6145
LAPATINIB,TOPOTECAN,A427,71.74
LAPATINIB,TOPOTECAN,A427,60.9335
LAPATINIB,TOPOTECAN,A427,57.146
METFORMIN,ABT-888,A427,4.798
METFORMIN,ABT-888,A427,9.1905
METFORMIN,ABT-888,A427,9.1705
METFORMIN,ABT-888,A427,8.275
METFORMIN,AZD1775,A427,62.828
METFORMIN,AZD1775,A427,44.8995
METFORMIN,AZD1775,A427,47.4595
METFORMIN,AZD1775,A427,52.1355
METFORMIN,BEZ-235,A427,28.606
METFORMIN,BEZ-235,A427,29.734
METFORMIN,BEZ-235,A427,38.839
METFORMIN,BEZ-235,A427,38.4965
METFORMIN,BORTEZOMIB,A427,41.7045
METFORMIN,BORTEZOMIB,A427,30.278
METFORMIN,BORTEZOMIB,A427,29.9225
METFORMIN,BORTEZOMIB,A427,24.87
METFORMIN,DASATINIB,A427,42.8705
METFORMIN,DASATINIB,A427,37.9685
METFORMIN,DASATINIB,A427,41.4345
METFORMIN,DASATINIB,A427,42.96
METFORMIN,DINACICLIB,A427,51.8895
METFORMIN,DINACICLIB,A427,58.104
METFORMIN,DINACICLIB,A427,67.8265
METFORMIN,DINACICLIB,A427,30.9875
METFORMIN,ERLOTINIB,A427,37.238
METFORMIN,ERLOTINIB,A427,44.814
METFORMIN,ERLOTINIB,A427,43.714
METFORMIN,ERLOTINIB,A427,38.017
METFORMIN,GELDANAMYCIN,A427,52.797
METFORMIN,GELDANAMYCIN,A427,28.73
METFORMIN,GELDANAMYCIN,A427,60.6035
METFORMIN,GELDANAMYCIN,A427,39.026
METFORMIN,L778123,A427,11.483
METFORMIN,L778123,A427,18.5165
METFORMIN,L778123,A427,11.2555
METFORMIN,L778123,A427,13.6285
METFORMIN,LAPATINIB,A427,16.8225
METFORMIN,LAPATINIB,A427,50.1215
METFORMIN,LAPATINIB,A427,32.783
METFORMIN,LAPATINIB,A427,32.8295
METFORMIN,MK-2206,A427,37.4025
METFORMIN,MK-2206,A427,29.501
METFORMIN,MK-2206,A427,29.5565
METFORMIN,MK-2206,A427,26.2825
METFORMIN,MK-4827,A427,21.2685
METFORMIN,MK-4827,A427,11.8595
METFORMIN,MK-4827,A427,5.458
METFORMIN,MK-4827,A427,13.0025
METFORMIN,MK-5108,A427,27.906
METFORMIN,MK-5108,A427,38.3785
METFORMIN,MK-5108,A427,40.816
METFORMIN,MK-5108,A427,30.524
METFORMIN,MK-8669,A427,22.703
METFORMIN,MK-8669,A427,21.7755
METFORMIN,MK-8669,A427,17.8215
METFORMIN,MK-8669,A427,18.1905
METFORMIN,MK-8776,A427,17.3445
METFORMIN,MK-8776,A427,18.7235
METFORMIN,MK-8776,A427,27.5845
METFORMIN,MK-8776,A427,16.0785
METFORMIN,PD325901,A427,23.1275
METFORMIN,PD325901,A427,22.6825
METFORMIN,PD325901,A427,28.145
METFORMIN,PD325901,A427,24.624
METFORMIN,SORAFENIB,A427,75.489
METFORMIN,SORAFENIB,A427,64.0115
METFORMIN,SORAFENIB,A427,67.647
METFORMIN,SORAFENIB,A427,74.417
METFORMIN,SUNITINIB,A427,73.573
METFORMIN,SUNITINIB,A427,66.8685
METFORMIN,SUNITINIB,A427,70.8315
METFORMIN,SUNITINIB,A427,72.6285
METFORMIN,TEMOZOLOMIDE,A427,34.219
METFORMIN,TEMOZOLOMIDE,A427,30.192
METFORMIN,TEMOZOLOMIDE,A427,30.1335
METFORMIN,TEMOZOLOMIDE,A427,34.507
METFORMIN,ZOLINZA,A427,36.3605
METFORMIN,ZOLINZA,A427,46.2275
METFORMIN,ZOLINZA,A427,40.181
METFORMIN,ZOLINZA,A427,42.949
METHOTREXATE,ABT-888,A427,68.442
METHOTREXATE,ABT-888,A427,66.678
METHOTREXATE,ABT-888,A427,59.9965
METHOTREXATE,ABT-888,A427,63.044
METHOTREXATE,AZD1775,A427,76.563
METHOTREXATE,AZD1775,A427,73.7525
METHOTREXATE,AZD1775,A427,74.3155
METHOTREXATE,AZD1775,A427,75.773
METHOTREXATE,BEZ-235,A427,62.0945
METHOTREXATE,BEZ-235,A427,59
METHOTREXATE,BEZ-235,A427,69.2605
METHOTREXATE,BEZ-235,A427,68.7735
METHOTREXATE,BORTEZOMIB,A427,78.568
METHOTREXATE,BORTEZOMIB,A427,78.176
METHOTREXATE,BORTEZOMIB,A427,80.436
METHOTREXATE,BORTEZOMIB,A427,81.736
METHOTREXATE,DASATINIB,A427,65.558
METHOTREXATE,DASATINIB,A427,70.9825
METHOTREXATE,DASATINIB,A427,67.956
METHOTREXATE,DASATINIB,A427,60.8345
METHOTREXATE,DINACICLIB,A427,81.1695
METHOTREXATE,DINACICLIB,A427,88.3295
METHOTREXATE,DINACICLIB,A427,80.0995
METHOTREXATE,DINACICLIB,A427,82.117
METHOTREXATE,ERLOTINIB,A427,82.108
METHOTREXATE,ERLOTINIB,A427,77.417
METHOTREXATE,ERLOTINIB,A427,69.032
METHOTREXATE,ERLOTINIB,A427,78.5545
METHOTREXATE,GELDANAMYCIN,A427,79.957
METHOTREXATE,GELDANAMYCIN,A427,83.506
METHOTREXATE,GELDANAMYCIN,A427,75.1155
METHOTREXATE,GELDANAMYCIN,A427,77.2115
METHOTREXATE,L778123,A427,71.971
METHOTREXATE,L778123,A427,63.149
METHOTREXATE,L778123,A427,62.2555
METHOTREXATE,L778123,A427,68.0365
METHOTREXATE,LAPATINIB,A427,82.3985
METHOTREXATE,LAPATINIB,A427,58.455
METHOTREXATE,LAPATINIB,A427,71.0175
METHOTREXATE,LAPATINIB,A427,71.3405
METHOTREXATE,MK-2206,A427,75.5485
METHOTREXATE,MK-2206,A427,74.0265
METHOTREXATE,MK-2206,A427,69.5475
METHOTREXATE,MK-2206,A427,69.6
METHOTREXATE,MK-4827,A427,61.997
METHOTREXATE,MK-4827,A427,65.198
METHOTREXATE,MK-4827,A427,61.252
METHOTREXATE,MK-4827,A427,61.337
METHOTREXATE,MK-5108,A427,71.958
METHOTREXATE,MK-5108,A427,67.3775
METHOTREXATE,MK-5108,A427,75.265
METHOTREXATE,MK-5108,A427,72.7145
METHOTREXATE,MK-8669,A427,67.1555
METHOTREXATE,MK-8669,A427,58.851
METHOTREXATE,MK-8669,A427,68.054
METHOTREXATE,MK-8669,A427,54.957
METHOTREXATE,MK-8776,A427,66.3335
METHOTREXATE,MK-8776,A427,73.314
METHOTREXATE,MK-8776,A427,62.803
METHOTREXATE,MK-8776,A427,61.201
METHOTREXATE,PD325901,A427,63.772
METHOTREXATE,PD325901,A427,59.748
METHOTREXATE,PD325901,A427,55.4085
METHOTREXATE,PD325901,A427,61.1765
METHOTREXATE,SORAFENIB,A427,79.839
METHOTREXATE,SORAFENIB,A427,79.1335
METHOTREXATE,SORAFENIB,A427,81.006
METHOTREXATE,SORAFENIB,A427,83.2485
METHOTREXATE,SUNITINIB,A427,75.2345
METHOTREXATE,SUNITINIB,A427,73.8445
METHOTREXATE,SUNITINIB,A427,78.9795
METHOTREXATE,SUNITINIB,A427,74.5895
METHOTREXATE,TEMOZOLOMIDE,A427,55.941
METHOTREXATE,TEMOZOLOMIDE,A427,54.9845
METHOTREXATE,TEMOZOLOMIDE,A427,57.667
METHOTREXATE,TEMOZOLOMIDE,A427,55.826
METHOTREXATE,ZOLINZA,A427,79.24
METHOTREXATE,ZOLINZA,A427,83.1945
METHOTREXATE,ZOLINZA,A427,84.4925
METHOTREXATE,ZOLINZA,A427,80.835
MITOMYCINE,ABT-888,A427,47.412
MITOMYCINE,ABT-888,A427,45.787
MITOMYCINE,ABT-888,A427,47.1295
MITOMYCINE,ABT-888,A427,49.794
MITOMYCINE,AZD1775,A427,84.447
MITOMYCINE,AZD1775,A427,85.2495
MITOMYCINE,AZD1775,A427,83.5415
MITOMYCINE,AZD1775,A427,83.924
MITOMYCINE,BEZ-235,A427,66.834
MITOMYCINE,BEZ-235,A427,61.356
MITOMYCINE,BEZ-235,A427,65.627
MITOMYCINE,BEZ-235,A427,64.687
MITOMYCINE,BORTEZOMIB,A427,78.9505
MITOMYCINE,BORTEZOMIB,A427,72.2305
MITOMYCINE,BORTEZOMIB,A427,69.92
MITOMYCINE,BORTEZOMIB,A427,66.418
MITOMYCINE,DASATINIB,A427,64.7875
MITOMYCINE,DASATINIB,A427,69.7465
MITOMYCINE,DASATINIB,A427,68.096
MITOMYCINE,DASATINIB,A427,70.0655
MITOMYCINE,DINACICLIB,A427,75.045
MITOMYCINE,DINACICLIB,A427,80.4255
MITOMYCINE,DINACICLIB,A427,76.8325
MITOMYCINE,DINACICLIB,A427,72.906
MITOMYCINE,ERLOTINIB,A427,51.4595
MITOMYCINE,ERLOTINIB,A427,55.068
MITOMYCINE,ERLOTINIB,A427,62.656
MITOMYCINE,ERLOTINIB,A427,56.0605
MITOMYCINE,GELDANAMYCIN,A427,78.6925
MITOMYCINE,GELDANAMYCIN,A427,79.1975
MITOMYCINE,GELDANAMYCIN,A427,84.8345
MITOMYCINE,GELDANAMYCIN,A427,71.0185
MITOMYCINE,L778123,A427,46.175
MITOMYCINE,L778123,A427,40.5605
MITOMYCINE,L778123,A427,45.6595
MITOMYCINE,L778123,A427,43.084
MITOMYCINE,LAPATINIB,A427,71.3245
MITOMYCINE,LAPATINIB,A427,76.7815
MITOMYCINE,LAPATINIB,A427,70.133
MITOMYCINE,LAPATINIB,A427,71.778
MITOMYCINE,MK-2206,A427,67.0635
MITOMYCINE,MK-2206,A427,69.0205
MITOMYCINE,MK-2206,A427,73.742
MITOMYCINE,MK-2206,A427,69.769
MITOMYCINE,MK-4827,A427,51.019
MITOMYCINE,MK-4827,A427,52.097
MITOMYCINE,MK-4827,A427,53.7105
MITOMYCINE,MK-4827,A427,54.283
MITOMYCINE,MK-5108,A427,63.3905
MITOMYCINE,MK-5108,A427,62.6965
MITOMYCINE,MK-5108,A427,68.107
MITOMYCINE,MK-5108,A427,63.939
MITOMYCINE,MK-8669,A427,55.396
MITOMYCINE,MK-8669,A427,61.012
MITOMYCINE,MK-8669,A427,57.6285
MITOMYCINE,MK-8669,A427,60.832
MITOMYCINE,MK-8776,A427,74.853
MITOMYCINE,MK-8776,A427,73.2865
MITOMYCINE,MK-8776,A427,72.7355
MITOMYCINE,MK-8776,A427,73.531
MITOMYCINE,PD325901,A427,64.763
MITOMYCINE,PD325901,A427,65.849
MITOMYCINE,PD325901,A427,62.576
MITOMYCINE,PD325901,A427,67.7915
MITOMYCINE,SORAFENIB,A427,66.0375
MITOMYCINE,SORAFENIB,A427,71.95
MITOMYCINE,SORAFENIB,A427,69.8285
MITOMYCINE,SORAFENIB,A427,72.4775
MITOMYCINE,SUNITINIB,A427,86.2675
MITOMYCINE,SUNITINIB,A427,87.5225
MITOMYCINE,SUNITINIB,A427,87.0175
MITOMYCINE,SUNITINIB,A427,85.1735
MITOMYCINE,TEMOZOLOMIDE,A427,61.269
MITOMYCINE,TEMOZOLOMIDE,A427,59.6825
MITOMYCINE,TEMOZOLOMIDE,A427,60.6355
MITOMYCINE,TEMOZOLOMIDE,A427,61.8955
MITOMYCINE,ZOLINZA,A427,63.3935
MITOMYCINE,ZOLINZA,A427,68.6805
MITOMYCINE,ZOLINZA,A427,69.669
MITOMYCINE,ZOLINZA,A427,72.603
MK-2206,ABT-888,A427,26.2225
MK-2206,ABT-888,A427,29.023
MK-2206,ABT-888,A427,34.2835
MK-2206,ABT-888,A427,25.732
MK-2206,BEZ-235,A427,57.6685
MK-2206,BEZ-235,A427,62.604
MK-2206,BEZ-235,A427,56.6495
MK-2206,BEZ-235,A427,62.2955
MK-2206,BORTEZOMIB,A427,57.4005
MK-2206,BORTEZOMIB,A427,66.2755
MK-2206,BORTEZOMIB,A427,81.995
MK-2206,BORTEZOMIB,A427,68.0045
MK-2206,DASATINIB,A427,49.6625
MK-2206,DASATINIB,A427,54.433
MK-2206,DASATINIB,A427,42.8745
MK-2206,DASATINIB,A427,48.837
MK-2206,DINACICLIB,A427,67.074
MK-2206,DINACICLIB,A427,67.2745
MK-2206,DINACICLIB,A427,64.927
MK-2206,DINACICLIB,A427,68.9665
MK-2206,ERLOTINIB,A427,64.613
MK-2206,ERLOTINIB,A427,60.9695
MK-2206,ERLOTINIB,A427,61.438
MK-2206,ERLOTINIB,A427,63.3365
MK-2206,GELDANAMYCIN,A427,60.138
MK-2206,GELDANAMYCIN,A427,55.832
MK-2206,GELDANAMYCIN,A427,44.391
MK-2206,GELDANAMYCIN,A427,51.444
MK-2206,MK-8669,A427,48.022
MK-2206,MK-8669,A427,44.151
MK-2206,MK-8669,A427,40.9235
MK-2206,MK-8669,A427,51.44
MK-2206,MK-8776,A427,47.805
MK-2206,MK-8776,A427,40.038
MK-2206,MK-8776,A427,41.054
MK-2206,MK-8776,A427,43.0425
MK-2206,OXALIPLATIN,A427,45.078
MK-2206,OXALIPLATIN,A427,39.4855
MK-2206,OXALIPLATIN,A427,29.1665
MK-2206,OXALIPLATIN,A427,30.5225
MK-2206,PD325901,A427,59.827
MK-2206,PD325901,A427,61.7395
MK-2206,PD325901,A427,61.8335
MK-2206,PD325901,A427,49.5895
MK-2206,SN-38,A427,65.8635
MK-2206,SN-38,A427,65.43
MK-2206,SN-38,A427,67.7515
MK-2206,SN-38,A427,65.4545
MK-2206,SORAFENIB,A427,85.307
MK-2206,SORAFENIB,A427,84.3085
MK-2206,SORAFENIB,A427,85.159
MK-2206,SORAFENIB,A427,84.12
MK-2206,TOPOTECAN,A427,74.9415
MK-2206,TOPOTECAN,A427,74.9485
MK-2206,TOPOTECAN,A427,75.16
MK-2206,TOPOTECAN,A427,74.659
MK-4541,5-FU,A427,53.115
MK-4541,5-FU,A427,50.872
MK-4541,5-FU,A427,50.1565
MK-4541,5-FU,A427,52.0285
MK-4541,ABT-888,A427,9.1265
MK-4541,ABT-888,A427,6.0685
MK-4541,ABT-888,A427,9.41
MK-4541,ABT-888,A427,16.278
MK-4541,AZD1775,A427,61.4655
MK-4541,AZD1775,A427,58.2545
MK-4541,AZD1775,A427,55.937
MK-4541,AZD1775,A427,57.291
MK-4541,BEZ-235,A427,48.16
MK-4541,BEZ-235,A427,40.245
MK-4541,BEZ-235,A427,36.624
MK-4541,BEZ-235,A427,42.5535
MK-4541,BORTEZOMIB,A427,68.302
MK-4541,BORTEZOMIB,A427,48.4695
MK-4541,BORTEZOMIB,A427,72.3875
MK-4541,BORTEZOMIB,A427,48.151
MK-4541,CARBOPLATIN,A427,27.98
MK-4541,CARBOPLATIN,A427,21.9385
MK-4541,CARBOPLATIN,A427,18.6485
MK-4541,CARBOPLATIN,A427,21.4795
MK-4541,CYCLOPHOSPHAMIDE,A427,3.451
MK-4541,CYCLOPHOSPHAMIDE,A427,4.718
MK-4541,CYCLOPHOSPHAMIDE,A427,1.91
MK-4541,CYCLOPHOSPHAMIDE,A427,12.396
MK-4541,DASATINIB,A427,42.259
MK-4541,DASATINIB,A427,35.2735
MK-4541,DASATINIB,A427,46.4815
MK-4541,DASATINIB,A427,42.2695
MK-4541,DEXAMETHASONE,A427,4.8975
MK-4541,DEXAMETHASONE,A427,-0.329
MK-4541,DEXAMETHASONE,A427,2.6105
MK-4541,DEXAMETHASONE,A427,1.4015
MK-4541,DINACICLIB,A427,75.137
MK-4541,DINACICLIB,A427,41.2675
MK-4541,DINACICLIB,A427,48.6375
MK-4541,DINACICLIB,A427,44.7165
MK-4541,DOXORUBICIN,A427,67.209
MK-4541,DOXORUBICIN,A427,68.794
MK-4541,DOXORUBICIN,A427,66.4285
MK-4541,DOXORUBICIN,A427,62.1435
MK-4541,ERLOTINIB,A427,49.3715
MK-4541,ERLOTINIB,A427,42.9625
MK-4541,ERLOTINIB,A427,45.5885
MK-4541,ERLOTINIB,A427,41.6435
MK-4541,ETOPOSIDE,A427,60.4835
MK-4541,ETOPOSIDE,A427,64.052
MK-4541,ETOPOSIDE,A427,58.272
MK-4541,ETOPOSIDE,A427,53.721
MK-4541,GELDANAMYCIN,A427,51.086
MK-4541,GELDANAMYCIN,A427,29.983
MK-4541,GELDANAMYCIN,A427,43.6815
MK-4541,GELDANAMYCIN,A427,52.424
MK-4541,GEMCITABINE,A427,48.715
MK-4541,GEMCITABINE,A427,47.4235
MK-4541,GEMCITABINE,A427,62.594
MK-4541,GEMCITABINE,A427,68.229
MK-4541,L778123,A427,23.3055
MK-4541,L778123,A427,11.766
MK-4541,L778123,A427,22.625
MK-4541,L778123,A427,13.15
MK-4541,LAPATINIB,A427,19.4175
MK-4541,LAPATINIB,A427,32.0615
MK-4541,LAPATINIB,A427,23.048
MK-4541,LAPATINIB,A427,28.14
MK-4541,METFORMIN,A427,7.7505
MK-4541,METFORMIN,A427,4.2945
MK-4541,METFORMIN,A427,8.1625
MK-4541,METFORMIN,A427,-0.658
MK-4541,METHOTREXATE,A427,81.0195
MK-4541,METHOTREXATE,A427,61.562
MK-4541,METHOTREXATE,A427,53.1675
MK-4541,METHOTREXATE,A427,55.3655
MK-4541,MITOMYCINE,A427,51.555
MK-4541,MITOMYCINE,A427,52.238
MK-4541,MITOMYCINE,A427,48.0215
MK-4541,MITOMYCINE,A427,49.5655
MK-4541,MK-2206,A427,28.7735
MK-4541,MK-2206,A427,27.324
MK-4541,MK-2206,A427,25.6915
MK-4541,MK-2206,A427,23.1465
MK-4541,MK-4827,A427,2.263
MK-4541,MK-4827,A427,15.2265
MK-4541,MK-4827,A427,5.2145
MK-4541,MK-4827,A427,2.127
MK-4541,MK-5108,A427,38.643
MK-4541,MK-5108,A427,40.6375
MK-4541,MK-5108,A427,36.4915
MK-4541,MK-5108,A427,37.5
MK-4541,MK-8669,A427,24.203
MK-4541,MK-8669,A427,22.7265
MK-4541,MK-8669,A427,20.9375
MK-4541,MK-8669,A427,28.166
MK-4541,MK-8776,A427,27.285
MK-4541,MK-8776,A427,26.9535
MK-4541,MK-8776,A427,18.295
MK-4541,MK-8776,A427,16.7665
MK-4541,MRK-003,A427,53.5255
MK-4541,MRK-003,A427,55.438
MK-4541,MRK-003,A427,55.809
MK-4541,MRK-003,A427,53.1805
MK-4541,OXALIPLATIN,A427,38.437
MK-4541,OXALIPLATIN,A427,27.835
MK-4541,OXALIPLATIN,A427,23.176
MK-4541,OXALIPLATIN,A427,16.3485
MK-4541,PACLITAXEL,A427,51.5375
MK-4541,PACLITAXEL,A427,41.3495
MK-4541,PACLITAXEL,A427,57.8365
MK-4541,PACLITAXEL,A427,58.0085
MK-4541,PD325901,A427,42.0615
MK-4541,PD325901,A427,32.3955
MK-4541,PD325901,A427,38.793
MK-4541,PD325901,A427,23.3875
MK-4541,SN-38,A427,54.961
MK-4541,SN-38,A427,49.357
MK-4541,SN-38,A427,53.3115
MK-4541,SN-38,A427,51.439
MK-4541,SORAFENIB,A427,71.249
MK-4541,SORAFENIB,A427,65.9465
MK-4541,SORAFENIB,A427,61.091
MK-4541,SORAFENIB,A427,71.8795
MK-4541,SUNITINIB,A427,70.215
MK-4541,SUNITINIB,A427,71.6545
MK-4541,SUNITINIB,A427,69.534
MK-4541,SUNITINIB,A427,69.7595
MK-4541,TEMOZOLOMIDE,A427,49.3865
MK-4541,TEMOZOLOMIDE,A427,33.4225
MK-4541,TEMOZOLOMIDE,A427,27.454
MK-4541,TEMOZOLOMIDE,A427,34.22
MK-4541,TOPOTECAN,A427,66.045
MK-4541,TOPOTECAN,A427,65.3995
MK-4541,TOPOTECAN,A427,65.0495
MK-4541,TOPOTECAN,A427,65.0505
MK-4541,VINBLASTINE,A427,13.8055
MK-4541,VINBLASTINE,A427,14.6235
MK-4541,VINBLASTINE,A427,9.609
MK-4541,VINBLASTINE,A427,9.557
MK-4541,VINORELBINE,A427,32.7355
MK-4541,VINORELBINE,A427,36.6755
MK-4541,VINORELBINE,A427,48.109
MK-4541,VINORELBINE,A427,47.1725
MK-4541,ZOLINZA,A427,49.6975
MK-4541,ZOLINZA,A427,37.375
MK-4541,ZOLINZA,A427,42.837
MK-4541,ZOLINZA,A427,33.6995
MK-4827,ABT-888,A427,10.3085
MK-4827,ABT-888,A427,9.649
MK-4827,ABT-888,A427,9.771
MK-4827,ABT-888,A427,13.0645
MK-4827,BEZ-235,A427,39.284
MK-4827,BEZ-235,A427,34.3885
MK-4827,BEZ-235,A427,27.7445
MK-4827,BEZ-235,A427,38.5615
MK-4827,BORTEZOMIB,A427,56.0245
MK-4827,BORTEZOMIB,A427,46.929
MK-4827,BORTEZOMIB,A427,27.9655
MK-4827,BORTEZOMIB,A427,57.413
MK-4827,DASATINIB,A427,32.158
MK-4827,DASATINIB,A427,34.0365
MK-4827,DASATINIB,A427,37.938
MK-4827,DASATINIB,A427,41.12
MK-4827,DINACICLIB,A427,44.9325
MK-4827,DINACICLIB,A427,44.368
MK-4827,DINACICLIB,A427,26.2685
MK-4827,DINACICLIB,A427,54.343
MK-4827,ERLOTINIB,A427,38.8035
MK-4827,ERLOTINIB,A427,42.167
MK-4827,ERLOTINIB,A427,47.457
MK-4827,ERLOTINIB,A427,45.7565
MK-4827,GELDANAMYCIN,A427,52.3535
MK-4827,GELDANAMYCIN,A427,47.3155
MK-4827,GELDANAMYCIN,A427,52.592
MK-4827,GELDANAMYCIN,A427,49.385
MK-4827,MK-2206,A427,36.296
MK-4827,MK-2206,A427,42.4165
MK-4827,MK-2206,A427,36.894
MK-4827,MK-2206,A427,56.2245
MK-4827,MK-8669,A427,24.962
MK-4827,MK-8669,A427,31.8195
MK-4827,MK-8669,A427,34.8735
MK-4827,MK-8669,A427,31.2825
MK-4827,MK-8776,A427,32.6495
MK-4827,MK-8776,A427,26.342
MK-4827,MK-8776,A427,25.617
MK-4827,MK-8776,A427,40.37
MK-4827,OXALIPLATIN,A427,34.9175
MK-4827,OXALIPLATIN,A427,29.9285
MK-4827,OXALIPLATIN,A427,28.573
MK-4827,OXALIPLATIN,A427,5.177
MK-4827,PD325901,A427,22.0165
MK-4827,PD325901,A427,28.434
MK-4827,PD325901,A427,28.677
MK-4827,PD325901,A427,31.0005
MK-4827,SN-38,A427,55.3045
MK-4827,SN-38,A427,53.955
MK-4827,SN-38,A427,52.6
MK-4827,SN-38,A427,55.316
MK-4827,SORAFENIB,A427,74.845
MK-4827,SORAFENIB,A427,69.8795
MK-4827,SORAFENIB,A427,73.8665
MK-4827,SORAFENIB,A427,72.0405
MK-4827,TOPOTECAN,A427,68.0375
MK-4827,TOPOTECAN,A427,66.739
MK-4827,TOPOTECAN,A427,69.3735
MK-4827,TOPOTECAN,A427,71.1605
MK-5108,ABT-888,A427,35.5475
MK-5108,ABT-888,A427,41.5565
MK-5108,ABT-888,A427,43.5565
MK-5108,ABT-888,A427,42.6355
MK-5108,BEZ-235,A427,56.1575
MK-5108,BEZ-235,A427,52.7575
MK-5108,BEZ-235,A427,49.9025
MK-5108,BEZ-235,A427,51.5825
MK-5108,BORTEZOMIB,A427,59.781
MK-5108,BORTEZOMIB,A427,73.945
MK-5108,BORTEZOMIB,A427,62.255
MK-5108,BORTEZOMIB,A427,67.4115
MK-5108,DASATINIB,A427,60.8265
MK-5108,DASATINIB,A427,65.804
MK-5108,DASATINIB,A427,61.5505
MK-5108,DASATINIB,A427,70.2985
MK-5108,DINACICLIB,A427,69.24
MK-5108,DINACICLIB,A427,69.1955
MK-5108,DINACICLIB,A427,71.071
MK-5108,DINACICLIB,A427,53.6535
MK-5108,ERLOTINIB,A427,62.385
MK-5108,ERLOTINIB,A427,71.295
MK-5108,ERLOTINIB,A427,68.739
MK-5108,ERLOTINIB,A427,65.5735
MK-5108,GELDANAMYCIN,A427,77.525
MK-5108,GELDANAMYCIN,A427,64.1045
MK-5108,GELDANAMYCIN,A427,75.9525
MK-5108,GELDANAMYCIN,A427,76.666
MK-5108,MK-2206,A427,61.4705
MK-5108,MK-2206,A427,54.219
MK-5108,MK-2206,A427,52.7195
MK-5108,MK-2206,A427,54.5325
MK-5108,MK-4827,A427,56.3695
MK-5108,MK-4827,A427,47.064
MK-5108,MK-4827,A427,54.574
MK-5108,MK-4827,A427,48.0165
MK-5108,MK-8669,A427,48.4245
MK-5108,MK-8669,A427,47.8215
MK-5108,MK-8669,A427,48.408
MK-5108,MK-8669,A427,40.008
MK-5108,MK-8776,A427,56.189
MK-5108,MK-8776,A427,52.2765
MK-5108,MK-8776,A427,46.151
MK-5108,MK-8776,A427,46.2625
MK-5108,OXALIPLATIN,A427,51.076
MK-5108,OXALIPLATIN,A427,47.088
MK-5108,OXALIPLATIN,A427,56.3575
MK-5108,OXALIPLATIN,A427,58.7845
MK-5108,PD325901,A427,51.6215
MK-5108,PD325901,A427,44.713
MK-5108,PD325901,A427,56.4265
MK-5108,PD325901,A427,55.8345
MK-5108,SN-38,A427,53.427
MK-5108,SN-38,A427,64.835
MK-5108,SN-38,A427,61.1035
MK-5108,SN-38,A427,57.355
MK-5108,SORAFENIB,A427,81.154
MK-5108,SORAFENIB,A427,81.491
MK-5108,SORAFENIB,A427,82.5185
MK-5108,SORAFENIB,A427,82.4825
MK-5108,TOPOTECAN,A427,65.2505
MK-5108,TOPOTECAN,A427,69.5415
MK-5108,TOPOTECAN,A427,68.602
MK-5108,TOPOTECAN,A427,66.7785
MK-8669,BEZ-235,A427,57.4365
MK-8669,BEZ-235,A427,53.9205
MK-8669,BEZ-235,A427,54.3035
MK-8669,BEZ-235,A427,54.259
MK-8669,DINACICLIB,A427,48.4025
MK-8669,DINACICLIB,A427,56.175
MK-8669,DINACICLIB,A427,61.822
MK-8669,DINACICLIB,A427,48.0725
MK-8669,GELDANAMYCIN,A427,48.0005
MK-8669,GELDANAMYCIN,A427,49.845
MK-8669,GELDANAMYCIN,A427,55.5875
MK-8669,GELDANAMYCIN,A427,67.873
MK-8669,MK-8776,A427,42.541
MK-8669,MK-8776,A427,36.872
MK-8669,MK-8776,A427,37.23
MK-8669,MK-8776,A427,38.782
MK-8669,OXALIPLATIN,A427,39.5785
MK-8669,OXALIPLATIN,A427,38.807
MK-8669,OXALIPLATIN,A427,35.5405
MK-8669,OXALIPLATIN,A427,39.821
MK-8669,SN-38,A427,57.502
MK-8669,SN-38,A427,63.726
MK-8669,SN-38,A427,56.4575
MK-8669,SN-38,A427,54.3035
MK-8669,SORAFENIB,A427,75.34
MK-8669,SORAFENIB,A427,72.0025
MK-8669,SORAFENIB,A427,77.367
MK-8669,SORAFENIB,A427,75.623
MK-8669,TOPOTECAN,A427,75.9915
MK-8669,TOPOTECAN,A427,77.222
MK-8669,TOPOTECAN,A427,70.5995
MK-8669,TOPOTECAN,A427,70.144
MRK-003,5-FU,A427,72.7635
MRK-003,5-FU,A427,73.889
MRK-003,5-FU,A427,74.605
MRK-003,5-FU,A427,72.9965
MRK-003,ABT-888,A427,53.2465
MRK-003,ABT-888,A427,50.3355
MRK-003,ABT-888,A427,50.593
MRK-003,ABT-888,A427,51.309
MRK-003,AZD1775,A427,75.5215
