drug_row,drug_col,cell_line_name,synergy_loewe
5-FU,MK-8669,COLO320DM,4.306924188
5-FU,MK-8669,COLO320DM,8.434174188
5-FU,MK-8776,COLO320DM,3.507160886
5-FU,MK-8776,COLO320DM,7.487223386
5-FU,MK-8776,COLO320DM,10.94591089
5-FU,MK-8776,COLO320DM,9.516285886
5-FU,PD325901,COLO320DM,-6.886438528
5-FU,PD325901,COLO320DM,-1.039626028
5-FU,PD325901,COLO320DM,4.638061472
5-FU,PD325901,COLO320DM,0.031311472
5-FU,SORAFENIB,COLO320DM,-3.285820788
5-FU,SORAFENIB,COLO320DM,-0.741320788
5-FU,SORAFENIB,COLO320DM,0.671491712
5-FU,SORAFENIB,COLO320DM,-1.841195788
5-FU,SUNITINIB,COLO320DM,9.352570096
5-FU,SUNITINIB,COLO320DM,9.378757596
5-FU,SUNITINIB,COLO320DM,12.0119451
5-FU,SUNITINIB,COLO320DM,13.4521326
5-FU,TEMOZOLOMIDE,COLO320DM,-5.450465251
5-FU,TEMOZOLOMIDE,COLO320DM,1.928534749
5-FU,TEMOZOLOMIDE,COLO320DM,3.687347249
5-FU,TEMOZOLOMIDE,COLO320DM,3.894347249
5-FU,ZOLINZA,COLO320DM,1.833776765
5-FU,ZOLINZA,COLO320DM,2.203526765
5-FU,ZOLINZA,COLO320DM,3.712776765
5-FU,ZOLINZA,COLO320DM,4.874964265
ABT-888,BEZ-235,COLO320DM,-17.64152486
ABT-888,BEZ-235,COLO320DM,-17.19946236
ABT-888,BEZ-235,COLO320DM,-9.765212357
ABT-888,BEZ-235,COLO320DM,-9.506712357
ABT-888,DINACICLIB,COLO320DM,-45.27002141
ABT-888,DINACICLIB,COLO320DM,-42.07145891
ABT-888,DINACICLIB,COLO320DM,-43.40920891
ABT-888,DINACICLIB,COLO320DM,-38.61083391
ABT-888,GELDANAMYCIN,COLO320DM,-14.42214927
ABT-888,GELDANAMYCIN,COLO320DM,2.477163227
ABT-888,GELDANAMYCIN,COLO320DM,2.967538227
ABT-888,GELDANAMYCIN,COLO320DM,8.795350727
ABT-888,MK-8669,COLO320DM,-0.847461391
ABT-888,MK-8669,COLO320DM,-9.404961391
ABT-888,MK-8669,COLO320DM,-0.325023891
ABT-888,MK-8669,COLO320DM,-4.707336391
ABT-888,MK-8776,COLO320DM,2.121170804
ABT-888,MK-8776,COLO320DM,0.922858304
ABT-888,MK-8776,COLO320DM,5.012108304
ABT-888,MK-8776,COLO320DM,7.865795804
ABT-888,OXALIPLATIN,COLO320DM,-0.576902527
ABT-888,OXALIPLATIN,COLO320DM,-1.140090027
ABT-888,OXALIPLATIN,COLO320DM,-1.553027527
ABT-888,OXALIPLATIN,COLO320DM,-4.519737319
ABT-888,SN-38,COLO320DM,-64.77327145
ABT-888,SN-38,COLO320DM,-56.57902145
ABT-888,SN-38,COLO320DM,-52.25095895
ABT-888,SN-38,COLO320DM,-49.87314645
ABT-888,SORAFENIB,COLO320DM,-16.03143036
ABT-888,SORAFENIB,COLO320DM,-13.48468036
ABT-888,SORAFENIB,COLO320DM,-15.07011786
ABT-888,SORAFENIB,COLO320DM,-10.49780536
ABT-888,TOPOTECAN,COLO320DM,-36.15604024
ABT-888,TOPOTECAN,COLO320DM,-37.61329024
ABT-888,TOPOTECAN,COLO320DM,-31.27797774
ABT-888,TOPOTECAN,COLO320DM,-30.03222774
AZD1775,ABT-888,COLO320DM,-10.52947013
AZD1775,ABT-888,COLO320DM,-11.13084513
AZD1775,ABT-888,COLO320DM,-9.756220133
AZD1775,ABT-888,COLO320DM,-10.26972013
AZD1775,BEZ-235,COLO320DM,10.05732004
AZD1775,BEZ-235,COLO320DM,11.48013254
AZD1775,BEZ-235,COLO320DM,10.67757004
AZD1775,BEZ-235,COLO320DM,8.237632538
AZD1775,BORTEZOMIB,COLO320DM,7.030647244
AZD1775,BORTEZOMIB,COLO320DM,5.639084744
AZD1775,BORTEZOMIB,COLO320DM,8.300772244
AZD1775,BORTEZOMIB,COLO320DM,11.17758474
AZD1775,DASATINIB,COLO320DM,-26.84720758
AZD1775,DASATINIB,COLO320DM,-22.41295758
AZD1775,DASATINIB,COLO320DM,-25.28339508
AZD1775,DASATINIB,COLO320DM,-21.41858258
AZD1775,DINACICLIB,COLO320DM,-0.744731965
AZD1775,DINACICLIB,COLO320DM,-0.110731965
AZD1775,DINACICLIB,COLO320DM,-7.320106965
AZD1775,DINACICLIB,COLO320DM,2.826893035
AZD1775,ERLOTINIB,COLO320DM,2.373306889
AZD1775,ERLOTINIB,COLO320DM,-2.115505611
AZD1775,ERLOTINIB,COLO320DM,4.407431889
AZD1775,ERLOTINIB,COLO320DM,6.521306889
AZD1775,GELDANAMYCIN,COLO320DM,-22.7348661
AZD1775,GELDANAMYCIN,COLO320DM,-24.6543661
AZD1775,GELDANAMYCIN,COLO320DM,-23.4649286
AZD1775,GELDANAMYCIN,COLO320DM,-17.9239911
AZD1775,LAPATINIB,COLO320DM,5.618312296
AZD1775,LAPATINIB,COLO320DM,4.725687296
AZD1775,LAPATINIB,COLO320DM,8.334437296
AZD1775,LAPATINIB,COLO320DM,10.0146248
AZD1775,MK-2206,COLO320DM,7.897805553
AZD1775,MK-2206,COLO320DM,9.887430553
AZD1775,MK-2206,COLO320DM,7.717368053
AZD1775,MK-2206,COLO320DM,8.163868053
AZD1775,MK-4827,COLO320DM,-4.104559106
AZD1775,MK-4827,COLO320DM,-2.381746606
AZD1775,MK-4827,COLO320DM,0.074690894
AZD1775,MK-4827,COLO320DM,7.342565894
AZD1775,MK-5108,COLO320DM,1.941229169
AZD1775,MK-5108,COLO320DM,7.399666669
AZD1775,MK-5108,COLO320DM,6.076166669
AZD1775,MK-5108,COLO320DM,3.957229169
AZD1775,MK-8669,COLO320DM,5.006931214
AZD1775,MK-8669,COLO320DM,5.581118714
AZD1775,MK-8669,COLO320DM,12.73830621
AZD1775,MK-8669,COLO320DM,10.81668121
AZD1775,MK-8776,COLO320DM,20.62102561
AZD1775,MK-8776,COLO320DM,21.76627561
AZD1775,MK-8776,COLO320DM,24.63402561
AZD1775,MK-8776,COLO320DM,23.88565061
AZD1775,OXALIPLATIN,COLO320DM,-5.510798038
AZD1775,OXALIPLATIN,COLO320DM,-4.736610538
AZD1775,OXALIPLATIN,COLO320DM,-3.608235538
AZD1775,OXALIPLATIN,COLO320DM,-2.228548038
AZD1775,PD325901,COLO320DM,4.481662288
AZD1775,PD325901,COLO320DM,5.450662288
AZD1775,PD325901,COLO320DM,7.031662288
AZD1775,PD325901,COLO320DM,4.079162288
AZD1775,SN-38,COLO320DM,5.143031145
AZD1775,SN-38,COLO320DM,5.044718645
AZD1775,SN-38,COLO320DM,5.374531145
AZD1775,SN-38,COLO320DM,-0.227781355
AZD1775,SORAFENIB,COLO320DM,-4.067892316
AZD1775,SORAFENIB,COLO320DM,-3.163767316
AZD1775,SORAFENIB,COLO320DM,-2.930829816
AZD1775,SORAFENIB,COLO320DM,-1.690954816
AZD1775,TOPOTECAN,COLO320DM,0.803092273
AZD1775,TOPOTECAN,COLO320DM,1.169967273
AZD1775,TOPOTECAN,COLO320DM,0.408967273
AZD1775,TOPOTECAN,COLO320DM,2.479592273
BEZ-235,DINACICLIB,COLO320DM,3.307462486
BEZ-235,DINACICLIB,COLO320DM,7.312087486
BEZ-235,DINACICLIB,COLO320DM,8.529899986
BEZ-235,DINACICLIB,COLO320DM,11.23946249
BEZ-235,MK-8776,COLO320DM,5.805295823
BEZ-235,MK-8776,COLO320DM,6.482608323
BEZ-235,MK-8776,COLO320DM,9.641420823
BEZ-235,MK-8776,COLO320DM,12.76142082
BEZ-235,OXALIPLATIN,COLO320DM,3.53851634
BEZ-235,OXALIPLATIN,COLO320DM,4.16045384
BEZ-235,OXALIPLATIN,COLO320DM,0.94445384
BEZ-235,OXALIPLATIN,COLO320DM,2.23964134
BEZ-235,SN-38,COLO320DM,8.123369229
BEZ-235,SN-38,COLO320DM,10.89593173
BEZ-235,SN-38,COLO320DM,8.056681729
BEZ-235,SN-38,COLO320DM,13.05899423
BEZ-235,SORAFENIB,COLO320DM,3.684927156
BEZ-235,SORAFENIB,COLO320DM,3.510614656
BEZ-235,SORAFENIB,COLO320DM,4.791614656
BEZ-235,SORAFENIB,COLO320DM,5.533177156
BORTEZOMIB,ABT-888,COLO320DM,-27.1883296
BORTEZOMIB,ABT-888,COLO320DM,-19.2127671
BORTEZOMIB,ABT-888,COLO320DM,-12.4097046
BORTEZOMIB,ABT-888,COLO320DM,-8.960892102
BORTEZOMIB,BEZ-235,COLO320DM,6.152529552
BORTEZOMIB,BEZ-235,COLO320DM,12.93815455
BORTEZOMIB,BEZ-235,COLO320DM,12.26284205
BORTEZOMIB,BEZ-235,COLO320DM,14.28559205
BORTEZOMIB,DASATINIB,COLO320DM,-53.60130739
BORTEZOMIB,DASATINIB,COLO320DM,-50.32293239
BORTEZOMIB,DASATINIB,COLO320DM,-54.23449489
BORTEZOMIB,DASATINIB,COLO320DM,-58.93224489
BORTEZOMIB,DINACICLIB,COLO320DM,6.36867054
BORTEZOMIB,DINACICLIB,COLO320DM,5.57542054
BORTEZOMIB,DINACICLIB,COLO320DM,4.17623304
BORTEZOMIB,DINACICLIB,COLO320DM,4.212117259
BORTEZOMIB,GELDANAMYCIN,COLO320DM,-42.16851478
BORTEZOMIB,GELDANAMYCIN,COLO320DM,-37.91626478
BORTEZOMIB,GELDANAMYCIN,COLO320DM,-33.02476478
BORTEZOMIB,GELDANAMYCIN,COLO320DM,-35.99345228
BORTEZOMIB,MK-8669,COLO320DM,11.11007397
BORTEZOMIB,MK-8669,COLO320DM,5.412198966
BORTEZOMIB,MK-8669,COLO320DM,12.68044897
BORTEZOMIB,MK-8669,COLO320DM,11.04632397
BORTEZOMIB,MK-8776,COLO320DM,8.376333958
BORTEZOMIB,MK-8776,COLO320DM,5.638958958
BORTEZOMIB,MK-8776,COLO320DM,10.91677146
BORTEZOMIB,MK-8776,COLO320DM,11.03770896
BORTEZOMIB,OXALIPLATIN,COLO320DM,5.357151128
BORTEZOMIB,OXALIPLATIN,COLO320DM,-1.581911372
BORTEZOMIB,OXALIPLATIN,COLO320DM,1.548088628
BORTEZOMIB,OXALIPLATIN,COLO320DM,0.179526128
BORTEZOMIB,SN-38,COLO320DM,10.60735422
BORTEZOMIB,SN-38,COLO320DM,8.33385422
BORTEZOMIB,SN-38,COLO320DM,11.54866672
BORTEZOMIB,SN-38,COLO320DM,10.60672922
BORTEZOMIB,SORAFENIB,COLO320DM,-6.11972437
BORTEZOMIB,SORAFENIB,COLO320DM,0.20827563
BORTEZOMIB,SORAFENIB,COLO320DM,1.01046313
BORTEZOMIB,SORAFENIB,COLO320DM,3.63765063
BORTEZOMIB,TOPOTECAN,COLO320DM,2.796904973
BORTEZOMIB,TOPOTECAN,COLO320DM,3.672654973
BORTEZOMIB,TOPOTECAN,COLO320DM,7.734217473
BORTEZOMIB,TOPOTECAN,COLO320DM,12.30077997
CARBOPLATIN,ABT-888,COLO320DM,9.675767583
CARBOPLATIN,ABT-888,COLO320DM,8.644392583
CARBOPLATIN,ABT-888,COLO320DM,15.13945508
CARBOPLATIN,ABT-888,COLO320DM,18.80058008
CARBOPLATIN,AZD1775,COLO320DM,-9.643759312
CARBOPLATIN,AZD1775,COLO320DM,-5.689571812
CARBOPLATIN,AZD1775,COLO320DM,-4.642384312
CARBOPLATIN,AZD1775,COLO320DM,-1.156384312
CARBOPLATIN,BEZ-235,COLO320DM,-9.700488274
CARBOPLATIN,BEZ-235,COLO320DM,-11.97548827
CARBOPLATIN,BEZ-235,COLO320DM,-11.19080077
CARBOPLATIN,BEZ-235,COLO320DM,-10.71405077
CARBOPLATIN,BORTEZOMIB,COLO320DM,14.28145888
CARBOPLATIN,BORTEZOMIB,COLO320DM,12.01039638
CARBOPLATIN,BORTEZOMIB,COLO320DM,18.61270888
CARBOPLATIN,BORTEZOMIB,COLO320DM,20.99070888
CARBOPLATIN,DASATINIB,COLO320DM,1.104418339
CARBOPLATIN,DASATINIB,COLO320DM,0.845980839
CARBOPLATIN,DASATINIB,COLO320DM,6.086980839
CARBOPLATIN,DASATINIB,COLO320DM,4.554543339
CARBOPLATIN,DINACICLIB,COLO320DM,-14.66070383
CARBOPLATIN,DINACICLIB,COLO320DM,-14.44782883
CARBOPLATIN,DINACICLIB,COLO320DM,-16.50476633
CARBOPLATIN,DINACICLIB,COLO320DM,-20.02937571
CARBOPLATIN,ERLOTINIB,COLO320DM,-7.817126694
CARBOPLATIN,ERLOTINIB,COLO320DM,-9.862626694
CARBOPLATIN,ERLOTINIB,COLO320DM,-1.309626694
CARBOPLATIN,ERLOTINIB,COLO320DM,1.963623306
CARBOPLATIN,GELDANAMYCIN,COLO320DM,3.443233268
CARBOPLATIN,GELDANAMYCIN,COLO320DM,9.464670768
CARBOPLATIN,GELDANAMYCIN,COLO320DM,13.16804577
CARBOPLATIN,GELDANAMYCIN,COLO320DM,10.89554577
CARBOPLATIN,L778123,COLO320DM,-9.996828555
CARBOPLATIN,L778123,COLO320DM,-14.39032856
CARBOPLATIN,L778123,COLO320DM,-14.74964106
CARBOPLATIN,L778123,COLO320DM,-10.61707856
CARBOPLATIN,LAPATINIB,COLO320DM,-0.408313042
CARBOPLATIN,LAPATINIB,COLO320DM,-1.464750542
CARBOPLATIN,LAPATINIB,COLO320DM,-4.056813042
CARBOPLATIN,LAPATINIB,COLO320DM,2.683061958
CARBOPLATIN,MK-2206,COLO320DM,-19.63097143
CARBOPLATIN,MK-2206,COLO320DM,-16.84147143
CARBOPLATIN,MK-2206,COLO320DM,-15.39253393
CARBOPLATIN,MK-2206,COLO320DM,-11.74097143
CARBOPLATIN,MK-4827,COLO320DM,-1.266212454
CARBOPLATIN,MK-4827,COLO320DM,2.045662546
CARBOPLATIN,MK-4827,COLO320DM,9.687662546
CARBOPLATIN,MK-4827,COLO320DM,1.632162546
CARBOPLATIN,MK-5108,COLO320DM,0.890007004
CARBOPLATIN,MK-5108,COLO320DM,-0.702617996
CARBOPLATIN,MK-5108,COLO320DM,-0.524367996
CARBOPLATIN,MK-5108,COLO320DM,6.855007004
CARBOPLATIN,MK-8669,COLO320DM,10.42555149
CARBOPLATIN,MK-8669,COLO320DM,10.41430149
CARBOPLATIN,MK-8669,COLO320DM,18.16598899
CARBOPLATIN,MK-8669,COLO320DM,17.82905149
CARBOPLATIN,MK-8776,COLO320DM,8.370969098
CARBOPLATIN,MK-8776,COLO320DM,9.413281598
CARBOPLATIN,MK-8776,COLO320DM,3.753594098
CARBOPLATIN,MK-8776,COLO320DM,6.171719098
CARBOPLATIN,PD325901,COLO320DM,4.989968564
CARBOPLATIN,PD325901,COLO320DM,5.861406064
CARBOPLATIN,PD325901,COLO320DM,8.517218564
CARBOPLATIN,PD325901,COLO320DM,10.56909356
CARBOPLATIN,SORAFENIB,COLO320DM,-20.17335766
CARBOPLATIN,SORAFENIB,COLO320DM,-18.16660766
CARBOPLATIN,SORAFENIB,COLO320DM,-17.26073266
CARBOPLATIN,SORAFENIB,COLO320DM,-14.33054516
CARBOPLATIN,SUNITINIB,COLO320DM,-14.60456643
CARBOPLATIN,SUNITINIB,COLO320DM,-13.05625393
CARBOPLATIN,SUNITINIB,COLO320DM,-8.418128934
CARBOPLATIN,SUNITINIB,COLO320DM,-6.294253934
CARBOPLATIN,TEMOZOLOMIDE,COLO320DM,2.673344299
CARBOPLATIN,TEMOZOLOMIDE,COLO320DM,3.656969299
CARBOPLATIN,TEMOZOLOMIDE,COLO320DM,-1.883968201
CARBOPLATIN,TEMOZOLOMIDE,COLO320DM,2.006656799
CARBOPLATIN,ZOLINZA,COLO320DM,-4.104599751
CARBOPLATIN,ZOLINZA,COLO320DM,-10.35916225
CARBOPLATIN,ZOLINZA,COLO320DM,-1.873537251
CARBOPLATIN,ZOLINZA,COLO320DM,-7.781349751
CYCLOPHOSPHAMIDE,ABT-888,COLO320DM,5.575399735
CYCLOPHOSPHAMIDE,ABT-888,COLO320DM,0.876212235
CYCLOPHOSPHAMIDE,ABT-888,COLO320DM,11.69577473
CYCLOPHOSPHAMIDE,ABT-888,COLO320DM,8.627524735
CYCLOPHOSPHAMIDE,AZD1775,COLO320DM,-39.37090365
CYCLOPHOSPHAMIDE,AZD1775,COLO320DM,-42.31021615
CYCLOPHOSPHAMIDE,AZD1775,COLO320DM,-48.39877865
CYCLOPHOSPHAMIDE,AZD1775,COLO320DM,-42.43221615
CYCLOPHOSPHAMIDE,BEZ-235,COLO320DM,-33.84169957
CYCLOPHOSPHAMIDE,BEZ-235,COLO320DM,-35.21807457
CYCLOPHOSPHAMIDE,BEZ-235,COLO320DM,-31.40001207
CYCLOPHOSPHAMIDE,BEZ-235,COLO320DM,-31.31382457
CYCLOPHOSPHAMIDE,BORTEZOMIB,COLO320DM,-60.66949969
CYCLOPHOSPHAMIDE,BORTEZOMIB,COLO320DM,-62.61012469
CYCLOPHOSPHAMIDE,BORTEZOMIB,COLO320DM,-55.23143719
CYCLOPHOSPHAMIDE,BORTEZOMIB,COLO320DM,-54.38293719
CYCLOPHOSPHAMIDE,DASATINIB,COLO320DM,0.226116644
CYCLOPHOSPHAMIDE,DASATINIB,COLO320DM,6.605429144
CYCLOPHOSPHAMIDE,DASATINIB,COLO320DM,9.088866644
CYCLOPHOSPHAMIDE,DASATINIB,COLO320DM,4.911116644
CYCLOPHOSPHAMIDE,DINACICLIB,COLO320DM,-64.07606219
CYCLOPHOSPHAMIDE,DINACICLIB,COLO320DM,-64.87856219
CYCLOPHOSPHAMIDE,DINACICLIB,COLO320DM,-66.87318719
CYCLOPHOSPHAMIDE,DINACICLIB,COLO320DM,-65.92859108
CYCLOPHOSPHAMIDE,ERLOTINIB,COLO320DM,-27.62766204
CYCLOPHOSPHAMIDE,ERLOTINIB,COLO320DM,-31.69172454
CYCLOPHOSPHAMIDE,ERLOTINIB,COLO320DM,-22.98991204
CYCLOPHOSPHAMIDE,ERLOTINIB,COLO320DM,-22.63859954
CYCLOPHOSPHAMIDE,GELDANAMYCIN,COLO320DM,7.356612862
CYCLOPHOSPHAMIDE,GELDANAMYCIN,COLO320DM,6.174487862
CYCLOPHOSPHAMIDE,GELDANAMYCIN,COLO320DM,1.946800362
CYCLOPHOSPHAMIDE,GELDANAMYCIN,COLO320DM,-2.632637138
CYCLOPHOSPHAMIDE,L778123,COLO320DM,-7.219792119
CYCLOPHOSPHAMIDE,L778123,COLO320DM,-7.801604619
CYCLOPHOSPHAMIDE,L778123,COLO320DM,-1.769479619
CYCLOPHOSPHAMIDE,L778123,COLO320DM,-1.378979619
CYCLOPHOSPHAMIDE,LAPATINIB,COLO320DM,-32.66877177
CYCLOPHOSPHAMIDE,LAPATINIB,COLO320DM,-33.14320927
CYCLOPHOSPHAMIDE,LAPATINIB,COLO320DM,-21.71964677
CYCLOPHOSPHAMIDE,LAPATINIB,COLO320DM,-19.74233427
CYCLOPHOSPHAMIDE,MK-2206,COLO320DM,-17.85077891
CYCLOPHOSPHAMIDE,MK-2206,COLO320DM,-20.65484141
CYCLOPHOSPHAMIDE,MK-2206,COLO320DM,-15.96902891
CYCLOPHOSPHAMIDE,MK-2206,COLO320DM,-14.84402891
CYCLOPHOSPHAMIDE,MK-4827,COLO320DM,-7.246244904
CYCLOPHOSPHAMIDE,MK-4827,COLO320DM,-8.097807404
CYCLOPHOSPHAMIDE,MK-4827,COLO320DM,-7.631557404
CYCLOPHOSPHAMIDE,MK-4827,COLO320DM,-11.7833699
CYCLOPHOSPHAMIDE,MK-5108,COLO320DM,-16.62543017
CYCLOPHOSPHAMIDE,MK-5108,COLO320DM,-17.74093017
CYCLOPHOSPHAMIDE,MK-5108,COLO320DM,-11.81005517
CYCLOPHOSPHAMIDE,MK-5108,COLO320DM,-7.745305175
CYCLOPHOSPHAMIDE,MK-8669,COLO320DM,6.015415349
CYCLOPHOSPHAMIDE,MK-8669,COLO320DM,-3.146397151
CYCLOPHOSPHAMIDE,MK-8669,COLO320DM,1.074540349
CYCLOPHOSPHAMIDE,MK-8669,COLO320DM,3.560290349
CYCLOPHOSPHAMIDE,MK-8776,COLO320DM,-14.48113719
CYCLOPHOSPHAMIDE,MK-8776,COLO320DM,-12.56026219
CYCLOPHOSPHAMIDE,MK-8776,COLO320DM,-17.64482469
CYCLOPHOSPHAMIDE,MK-8776,COLO320DM,-16.81907469
CYCLOPHOSPHAMIDE,PD325901,COLO320DM,-0.176860873
CYCLOPHOSPHAMIDE,PD325901,COLO320DM,2.892951627
CYCLOPHOSPHAMIDE,PD325901,COLO320DM,-3.738798373
CYCLOPHOSPHAMIDE,PD325901,COLO320DM,-1.372048373
CYCLOPHOSPHAMIDE,SORAFENIB,COLO320DM,-14.94155536
CYCLOPHOSPHAMIDE,SORAFENIB,COLO320DM,-12.41211786
CYCLOPHOSPHAMIDE,SORAFENIB,COLO320DM,-14.37630536
CYCLOPHOSPHAMIDE,SORAFENIB,COLO320DM,-19.23349286
CYCLOPHOSPHAMIDE,SUNITINIB,COLO320DM,-16.40153317
CYCLOPHOSPHAMIDE,SUNITINIB,COLO320DM,-13.99040817
CYCLOPHOSPHAMIDE,SUNITINIB,COLO320DM,-14.80853317
CYCLOPHOSPHAMIDE,SUNITINIB,COLO320DM,-16.39684567
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,COLO320DM,0.191092718
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,COLO320DM,-3.063969782
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,COLO320DM,-3.663829157
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,COLO320DM,-2.895797907
CYCLOPHOSPHAMIDE,ZOLINZA,COLO320DM,-34.23930564
CYCLOPHOSPHAMIDE,ZOLINZA,COLO320DM,-36.94630564
CYCLOPHOSPHAMIDE,ZOLINZA,COLO320DM,-36.60005564
CYCLOPHOSPHAMIDE,ZOLINZA,COLO320DM,-31.17955564
DASATINIB,ABT-888,COLO320DM,4.209526598
DASATINIB,ABT-888,COLO320DM,6.047339098
DASATINIB,ABT-888,COLO320DM,2.453089098
DASATINIB,ABT-888,COLO320DM,3.898151598
DASATINIB,BEZ-235,COLO320DM,-26.81667546
DASATINIB,BEZ-235,COLO320DM,-24.64305046
DASATINIB,BEZ-235,COLO320DM,-19.39955046
DASATINIB,BEZ-235,COLO320DM,-17.33661296
DASATINIB,DINACICLIB,COLO320DM,-66.54542887
DASATINIB,DINACICLIB,COLO320DM,-63.55105387
DASATINIB,DINACICLIB,COLO320DM,-61.54336637
DASATINIB,DINACICLIB,COLO320DM,-52.11786637
DASATINIB,GELDANAMYCIN,COLO320DM,-2.606968097
DASATINIB,GELDANAMYCIN,COLO320DM,0.591156903
DASATINIB,GELDANAMYCIN,COLO320DM,-4.042718097
DASATINIB,GELDANAMYCIN,COLO320DM,2.519094403
DASATINIB,MK-8669,COLO320DM,-4.014992801
DASATINIB,MK-8669,COLO320DM,-5.438305301
DASATINIB,MK-8669,COLO320DM,2.757632199
DASATINIB,MK-8669,COLO320DM,9.891757199
DASATINIB,MK-8776,COLO320DM,-5.441222576
DASATINIB,MK-8776,COLO320DM,-0.593785076
DASATINIB,MK-8776,COLO320DM,-2.135472576
DASATINIB,MK-8776,COLO320DM,-1.869785076
DASATINIB,OXALIPLATIN,COLO320DM,-5.050045833
DASATINIB,OXALIPLATIN,COLO320DM,-10.25235833
DASATINIB,OXALIPLATIN,COLO320DM,-9.077733333
DASATINIB,OXALIPLATIN,COLO320DM,-3.265670833
DASATINIB,SN-38,COLO320DM,-84.41037469
DASATINIB,SN-38,COLO320DM,-82.52399969
DASATINIB,SN-38,COLO320DM,-85.56862469
DASATINIB,SN-38,COLO320DM,-84.63737469
DASATINIB,SORAFENIB,COLO320DM,-6.069647021
DASATINIB,SORAFENIB,COLO320DM,-7.158647021
DASATINIB,SORAFENIB,COLO320DM,-5.333834521
DASATINIB,SORAFENIB,COLO320DM,-4.956209521
DASATINIB,TOPOTECAN,COLO320DM,-21.59772829
DASATINIB,TOPOTECAN,COLO320DM,-21.68435329
DASATINIB,TOPOTECAN,COLO320DM,-17.36685329
DASATINIB,TOPOTECAN,COLO320DM,-20.08985329
DEXAMETHASONE,ABT-888,COLO320DM,5.270024735
DEXAMETHASONE,ABT-888,COLO320DM,-1.703725265
DEXAMETHASONE,ABT-888,COLO320DM,3.945462235
DEXAMETHASONE,ABT-888,COLO320DM,3.125837235
DEXAMETHASONE,AZD1775,COLO320DM,-42.37584115
DEXAMETHASONE,AZD1775,COLO320DM,-44.61309115
DEXAMETHASONE,AZD1775,COLO320DM,-46.09340365
DEXAMETHASONE,AZD1775,COLO320DM,-39.09515365
DEXAMETHASONE,BEZ-235,COLO320DM,-37.27063707
DEXAMETHASONE,BEZ-235,COLO320DM,-31.71157457
DEXAMETHASONE,BEZ-235,COLO320DM,-29.50788707
DEXAMETHASONE,BEZ-235,COLO320DM,-33.91369957
DEXAMETHASONE,BORTEZOMIB,COLO320DM,-58.43618719
DEXAMETHASONE,BORTEZOMIB,COLO320DM,-66.44149969
DEXAMETHASONE,BORTEZOMIB,COLO320DM,-57.60793719
DEXAMETHASONE,BORTEZOMIB,COLO320DM,-56.54437469
DEXAMETHASONE,DASATINIB,COLO320DM,-1.077035245
DEXAMETHASONE,DASATINIB,COLO320DM,-0.540660245
DEXAMETHASONE,DASATINIB,COLO320DM,4.306777255
DEXAMETHASONE,DASATINIB,COLO320DM,3.563964755
DEXAMETHASONE,DINACICLIB,COLO320DM,-61.55524969
DEXAMETHASONE,DINACICLIB,COLO320DM,-68.29606219
DEXAMETHASONE,DINACICLIB,COLO320DM,-62.00312469
DEXAMETHASONE,DINACICLIB,COLO320DM,-67.43524969
DEXAMETHASONE,ERLOTINIB,COLO320DM,-32.34409954
DEXAMETHASONE,ERLOTINIB,COLO320DM,-23.15859954
DEXAMETHASONE,ERLOTINIB,COLO320DM,-19.31116204
DEXAMETHASONE,ERLOTINIB,COLO320DM,-27.21116204
DEXAMETHASONE,GELDANAMYCIN,COLO320DM,9.506569175
DEXAMETHASONE,GELDANAMYCIN,COLO320DM,-4.531055825
DEXAMETHASONE,GELDANAMYCIN,COLO320DM,5.789756675
DEXAMETHASONE,GELDANAMYCIN,COLO320DM,6.460319175
DEXAMETHASONE,L778123,COLO320DM,-4.845229619
DEXAMETHASONE,L778123,COLO320DM,-10.35466712
DEXAMETHASONE,L778123,COLO320DM,-3.786667119
DEXAMETHASONE,L778123,COLO320DM,-3.683542119
DEXAMETHASONE,LAPATINIB,COLO320DM,-29.29258427
DEXAMETHASONE,LAPATINIB,COLO320DM,-24.86964677
DEXAMETHASONE,LAPATINIB,COLO320DM,-25.28552177
DEXAMETHASONE,LAPATINIB,COLO320DM,-28.33577177
DEXAMETHASONE,MK-2206,COLO320DM,-15.38052891
DEXAMETHASONE,MK-2206,COLO320DM,-13.61346641
DEXAMETHASONE,MK-2206,COLO320DM,-14.83515391
DEXAMETHASONE,MK-2206,COLO320DM,-12.76552891
DEXAMETHASONE,MK-4827,COLO320DM,-5.317619904
DEXAMETHASONE,MK-4827,COLO320DM,-10.3801199
DEXAMETHASONE,MK-4827,COLO320DM,-8.602682404
DEXAMETHASONE,MK-4827,COLO320DM,-8.411494904
DEXAMETHASONE,MK-5108,COLO320DM,-15.49605517
DEXAMETHASONE,MK-5108,COLO320DM,-20.59418017
DEXAMETHASONE,MK-5108,COLO320DM,-11.10030517
DEXAMETHASONE,MK-5108,COLO320DM,-4.752617675
DEXAMETHASONE,MK-8669,COLO320DM,3.729852849
DEXAMETHASONE,MK-8669,COLO320DM,-2.048147151
DEXAMETHASONE,MK-8669,COLO320DM,5.112977849
DEXAMETHASONE,MK-8669,COLO320DM,7.266290349
