drug_row,drug_col,cell_line_name,synergy_bliss
CYCLOPHOSPHAMIDE,SORAFENIB,A375,12.00162266
CYCLOPHOSPHAMIDE,SUNITINIB,A375,9.254020607
CYCLOPHOSPHAMIDE,SUNITINIB,A375,7.873083107
CYCLOPHOSPHAMIDE,SUNITINIB,A375,5.790020607
CYCLOPHOSPHAMIDE,SUNITINIB,A375,7.151895607
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,A375,12.29537972
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,A375,16.14519222
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,A375,1.805660972
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,A375,0.830457847
CYCLOPHOSPHAMIDE,ZOLINZA,A375,5.406842749
CYCLOPHOSPHAMIDE,ZOLINZA,A375,2.864655249
CYCLOPHOSPHAMIDE,ZOLINZA,A375,8.983780249
CYCLOPHOSPHAMIDE,ZOLINZA,A375,11.45865525
DASATINIB,ABT-888,A375,5.376696469
DASATINIB,ABT-888,A375,5.870758969
DASATINIB,ABT-888,A375,6.735571469
DASATINIB,ABT-888,A375,0.838383969
DASATINIB,BEZ-235,A375,9.786033278
DASATINIB,BEZ-235,A375,10.99572078
DASATINIB,BEZ-235,A375,13.46397078
DASATINIB,BEZ-235,A375,15.95653328
DASATINIB,DINACICLIB,A375,-1.425384459
DASATINIB,DINACICLIB,A375,0.373553041
DASATINIB,DINACICLIB,A375,2.546865541
DASATINIB,DINACICLIB,A375,9.479803041
DASATINIB,GELDANAMYCIN,A375,8.83281159
DASATINIB,GELDANAMYCIN,A375,9.18424909
DASATINIB,GELDANAMYCIN,A375,8.56218659
DASATINIB,GELDANAMYCIN,A375,8.59849909
DASATINIB,MK-8669,A375,15.73580921
DASATINIB,MK-8669,A375,10.44080921
DASATINIB,MK-8669,A375,13.25455921
DASATINIB,MK-8669,A375,15.55330921
DASATINIB,MK-8776,A375,25.1535197
DASATINIB,MK-8776,A375,29.7202072
DASATINIB,MK-8776,A375,26.4193947
DASATINIB,MK-8776,A375,28.7060822
DASATINIB,OXALIPLATIN,A375,-5.988858859
DASATINIB,OXALIPLATIN,A375,-6.834671359
DASATINIB,OXALIPLATIN,A375,-4.877171359
DASATINIB,OXALIPLATIN,A375,-4.729546359
DASATINIB,SN-38,A375,8.215438634
DASATINIB,SN-38,A375,10.00725113
DASATINIB,SN-38,A375,8.813813634
DASATINIB,SN-38,A375,10.33000113
DASATINIB,SORAFENIB,A375,14.0218147
DASATINIB,SORAFENIB,A375,10.7135022
DASATINIB,SORAFENIB,A375,12.7856897
DASATINIB,SORAFENIB,A375,13.4700647
DASATINIB,TOPOTECAN,A375,3.296462775
DASATINIB,TOPOTECAN,A375,5.572962775
DASATINIB,TOPOTECAN,A375,7.381087775
DASATINIB,TOPOTECAN,A375,5.916337775
DEXAMETHASONE,ABT-888,A375,15.71782778
DEXAMETHASONE,ABT-888,A375,5.834265279
DEXAMETHASONE,ABT-888,A375,9.274452779
DEXAMETHASONE,ABT-888,A375,7.552515279
DEXAMETHASONE,AZD1775,A375,10.27061573
DEXAMETHASONE,AZD1775,A375,8.836303232
DEXAMETHASONE,AZD1775,A375,1.755428232
DEXAMETHASONE,AZD1775,A375,5.939553232
DEXAMETHASONE,BEZ-235,A375,6.386747339
DEXAMETHASONE,BEZ-235,A375,5.563247339
DEXAMETHASONE,BEZ-235,A375,4.996309839
DEXAMETHASONE,BEZ-235,A375,6.775997339
DEXAMETHASONE,BORTEZOMIB,A375,8.910442134
DEXAMETHASONE,BORTEZOMIB,A375,-1.584495366
DEXAMETHASONE,BORTEZOMIB,A375,1.181254634
DEXAMETHASONE,BORTEZOMIB,A375,2.311379634
DEXAMETHASONE,DASATINIB,A375,19.00613831
DEXAMETHASONE,DASATINIB,A375,19.97288831
DEXAMETHASONE,DASATINIB,A375,18.79995081
DEXAMETHASONE,DASATINIB,A375,17.86301331
DEXAMETHASONE,DINACICLIB,A375,9.673969065
DEXAMETHASONE,DINACICLIB,A375,3.650781565
DEXAMETHASONE,DINACICLIB,A375,9.992406565
DEXAMETHASONE,DINACICLIB,A375,5.109781565
DEXAMETHASONE,ERLOTINIB,A375,-1.588010249
DEXAMETHASONE,ERLOTINIB,A375,1.708114751
DEXAMETHASONE,ERLOTINIB,A375,1.216239751
DEXAMETHASONE,ERLOTINIB,A375,8.079739751
DEXAMETHASONE,GELDANAMYCIN,A375,11.9858111
DEXAMETHASONE,GELDANAMYCIN,A375,2.281248596
DEXAMETHASONE,GELDANAMYCIN,A375,4.597248596
DEXAMETHASONE,GELDANAMYCIN,A375,4.191123596
DEXAMETHASONE,L778123,A375,8.295860495
DEXAMETHASONE,L778123,A375,3.529360495
DEXAMETHASONE,L778123,A375,3.320860495
DEXAMETHASONE,L778123,A375,7.835610495
DEXAMETHASONE,LAPATINIB,A375,-1.435834486
DEXAMETHASONE,LAPATINIB,A375,-0.063396986
DEXAMETHASONE,LAPATINIB,A375,-2.246146986
DEXAMETHASONE,LAPATINIB,A375,1.845853014
DEXAMETHASONE,MK-2206,A375,11.53341065
DEXAMETHASONE,MK-2206,A375,6.739785648
DEXAMETHASONE,MK-2206,A375,7.083348148
DEXAMETHASONE,MK-2206,A375,10.88434815
DEXAMETHASONE,MK-4827,A375,7.631121252
DEXAMETHASONE,MK-4827,A375,0.536871252
DEXAMETHASONE,MK-4827,A375,-0.324691248
DEXAMETHASONE,MK-4827,A375,3.862746252
DEXAMETHASONE,MK-5108,A375,10.60499925
DEXAMETHASONE,MK-5108,A375,5.436374252
DEXAMETHASONE,MK-5108,A375,14.20081175
DEXAMETHASONE,MK-5108,A375,18.75256175
DEXAMETHASONE,MK-8669,A375,11.51808111
DEXAMETHASONE,MK-8669,A375,4.242768615
DEXAMETHASONE,MK-8669,A375,2.201268615
DEXAMETHASONE,MK-8669,A375,10.57601861
DEXAMETHASONE,MK-8776,A375,13.80345267
DEXAMETHASONE,MK-8776,A375,7.713452675
DEXAMETHASONE,MK-8776,A375,11.37957767
DEXAMETHASONE,MK-8776,A375,18.06432767
DEXAMETHASONE,PD325901,A375,4.218085995
DEXAMETHASONE,PD325901,A375,3.161773495
DEXAMETHASONE,PD325901,A375,5.300523495
DEXAMETHASONE,PD325901,A375,5.549398495
DEXAMETHASONE,SORAFENIB,A375,11.72652065
DEXAMETHASONE,SORAFENIB,A375,11.24877065
DEXAMETHASONE,SORAFENIB,A375,14.74177065
DEXAMETHASONE,SORAFENIB,A375,14.89589565
DEXAMETHASONE,SUNITINIB,A375,14.40138179
DEXAMETHASONE,SUNITINIB,A375,20.26569429
DEXAMETHASONE,SUNITINIB,A375,17.75944429
DEXAMETHASONE,SUNITINIB,A375,17.94325679
DEXAMETHASONE,TEMOZOLOMIDE,A375,9.05656014
DEXAMETHASONE,TEMOZOLOMIDE,A375,1.46331014
DEXAMETHASONE,TEMOZOLOMIDE,A375,1.14612264
DEXAMETHASONE,TEMOZOLOMIDE,A375,-0.98075236
DEXAMETHASONE,ZOLINZA,A375,2.71176181
DEXAMETHASONE,ZOLINZA,A375,1.73519931
DEXAMETHASONE,ZOLINZA,A375,7.88832431
DEXAMETHASONE,ZOLINZA,A375,12.57419931
DINACICLIB,MK-8776,A375,8.275380419
DINACICLIB,MK-8776,A375,10.33525542
DINACICLIB,MK-8776,A375,10.61131792
DINACICLIB,MK-8776,A375,14.65438042
DOXORUBICIN,ABT-888,A375,6.168850332
DOXORUBICIN,ABT-888,A375,4.125475332
DOXORUBICIN,ABT-888,A375,8.073162832
DOXORUBICIN,ABT-888,A375,8.670537832
DOXORUBICIN,AZD1775,A375,0.336118843
DOXORUBICIN,AZD1775,A375,3.863431343
DOXORUBICIN,AZD1775,A375,4.870931343
DOXORUBICIN,AZD1775,A375,4.107681343
DOXORUBICIN,BEZ-235,A375,5.797150495
DOXORUBICIN,BEZ-235,A375,4.485837995
DOXORUBICIN,BEZ-235,A375,6.013775495
DOXORUBICIN,BEZ-235,A375,6.247775495
DOXORUBICIN,BORTEZOMIB,A375,-1.152004364
DOXORUBICIN,BORTEZOMIB,A375,-1.262754364
DOXORUBICIN,BORTEZOMIB,A375,1.393433136
DOXORUBICIN,BORTEZOMIB,A375,0.240683136
DOXORUBICIN,DASATINIB,A375,-15.7473882
DOXORUBICIN,DASATINIB,A375,-10.1932007
DOXORUBICIN,DASATINIB,A375,-12.3017007
DOXORUBICIN,DASATINIB,A375,-16.0907007
DOXORUBICIN,DINACICLIB,A375,1.48153579
DOXORUBICIN,DINACICLIB,A375,0.10903579
DOXORUBICIN,DINACICLIB,A375,0.06709829
DOXORUBICIN,DINACICLIB,A375,1.10822329
DOXORUBICIN,ERLOTINIB,A375,-6.418017372
DOXORUBICIN,ERLOTINIB,A375,-14.94157987
DOXORUBICIN,ERLOTINIB,A375,-17.37707987
DOXORUBICIN,ERLOTINIB,A375,-7.623642372
DOXORUBICIN,GELDANAMYCIN,A375,-3.141532722
DOXORUBICIN,GELDANAMYCIN,A375,-4.113282722
DOXORUBICIN,GELDANAMYCIN,A375,-2.566220222
DOXORUBICIN,GELDANAMYCIN,A375,-1.878532722
DOXORUBICIN,L778123,A375,-3.227874024
DOXORUBICIN,L778123,A375,-2.074499024
DOXORUBICIN,L778123,A375,-4.146936524
DOXORUBICIN,L778123,A375,-3.762811524
DOXORUBICIN,LAPATINIB,A375,-7.038082997
DOXORUBICIN,LAPATINIB,A375,-9.085145497
DOXORUBICIN,LAPATINIB,A375,-4.984645497
DOXORUBICIN,LAPATINIB,A375,-6.858520497
DOXORUBICIN,MK-2206,A375,7.300477417
DOXORUBICIN,MK-2206,A375,9.032414917
DOXORUBICIN,MK-2206,A375,8.831727417
DOXORUBICIN,MK-2206,A375,8.831477417
DOXORUBICIN,MK-4827,A375,-4.253397598
DOXORUBICIN,MK-4827,A375,0.464477402
DOXORUBICIN,MK-4827,A375,-2.286022598
DOXORUBICIN,MK-4827,A375,-0.116460098
DOXORUBICIN,MK-5108,A375,-1.09549007
DOXORUBICIN,MK-5108,A375,-0.66967757
DOXORUBICIN,MK-5108,A375,-0.29567757
DOXORUBICIN,MK-5108,A375,-0.55155257
DOXORUBICIN,MK-8669,A375,3.690766114
DOXORUBICIN,MK-8669,A375,6.128141114
DOXORUBICIN,MK-8669,A375,6.270641114
DOXORUBICIN,MK-8669,A375,5.807703614
DOXORUBICIN,MK-8776,A375,4.972738571
DOXORUBICIN,MK-8776,A375,5.986176071
DOXORUBICIN,MK-8776,A375,5.051676071
DOXORUBICIN,MK-8776,A375,5.702051071
DOXORUBICIN,PD325901,A375,-4.913450567
DOXORUBICIN,PD325901,A375,-5.719888067
DOXORUBICIN,PD325901,A375,-5.220763067
DOXORUBICIN,PD325901,A375,-4.170450567
DOXORUBICIN,SORAFENIB,A375,-27.55691997
DOXORUBICIN,SORAFENIB,A375,-27.75329497
DOXORUBICIN,SORAFENIB,A375,-37.84060747
DOXORUBICIN,SORAFENIB,A375,-30.06341997
DOXORUBICIN,SUNITINIB,A375,-34.31061648
DOXORUBICIN,SUNITINIB,A375,-32.50505398
DOXORUBICIN,SUNITINIB,A375,-39.40092898
DOXORUBICIN,SUNITINIB,A375,-17.16961648
DOXORUBICIN,TEMOZOLOMIDE,A375,-0.707404448
DOXORUBICIN,TEMOZOLOMIDE,A375,-1.227591948
DOXORUBICIN,TEMOZOLOMIDE,A375,-2.405404448
DOXORUBICIN,TEMOZOLOMIDE,A375,-1.535904448
DOXORUBICIN,ZOLINZA,A375,2.544655656
DOXORUBICIN,ZOLINZA,A375,2.487280656
DOXORUBICIN,ZOLINZA,A375,3.529343156
DOXORUBICIN,ZOLINZA,A375,3.593468156
ERLOTINIB,ABT-888,A375,-0.156051539
ERLOTINIB,ABT-888,A375,3.486323461
ERLOTINIB,ABT-888,A375,4.419635961
ERLOTINIB,ABT-888,A375,-1.757114039
ERLOTINIB,BEZ-235,A375,8.985270771
ERLOTINIB,BEZ-235,A375,7.781145771
ERLOTINIB,BEZ-235,A375,6.393083271
ERLOTINIB,BEZ-235,A375,5.144020771
ERLOTINIB,BORTEZOMIB,A375,2.362387775
ERLOTINIB,BORTEZOMIB,A375,-4.116299725
ERLOTINIB,BORTEZOMIB,A375,-2.668237225
ERLOTINIB,BORTEZOMIB,A375,3.130512775
ERLOTINIB,DASATINIB,A375,-0.72706146
ERLOTINIB,DASATINIB,A375,-3.86337396
ERLOTINIB,DASATINIB,A375,0.01881354
ERLOTINIB,DASATINIB,A375,4.94837604
ERLOTINIB,GELDANAMYCIN,A375,9.48707395
ERLOTINIB,GELDANAMYCIN,A375,10.11201145
ERLOTINIB,GELDANAMYCIN,A375,6.17101145
ERLOTINIB,GELDANAMYCIN,A375,9.91544895
ERLOTINIB,MK-8669,A375,15.60675384
ERLOTINIB,MK-8669,A375,16.78775384
ERLOTINIB,MK-8669,A375,15.47219134
ERLOTINIB,MK-8669,A375,10.81969134
ERLOTINIB,OXALIPLATIN,A375,1.202508973
ERLOTINIB,OXALIPLATIN,A375,-10.85736603
ERLOTINIB,OXALIPLATIN,A375,-0.401928527
ERLOTINIB,OXALIPLATIN,A375,-5.108741027
ERLOTINIB,PD325901,A375,1.31122931
ERLOTINIB,PD325901,A375,1.35341681
ERLOTINIB,PD325901,A375,-0.65877069
ERLOTINIB,PD325901,A375,1.76647931
ERLOTINIB,SN-38,A375,8.871866315
ERLOTINIB,SN-38,A375,11.34930381
ERLOTINIB,SN-38,A375,17.79974131
ERLOTINIB,SN-38,A375,7.409866315
ERLOTINIB,SORAFENIB,A375,5.163826156
ERLOTINIB,SORAFENIB,A375,3.620638656
ERLOTINIB,SORAFENIB,A375,7.169076156
ERLOTINIB,SORAFENIB,A375,13.37701366
ERLOTINIB,TOPOTECAN,A375,12.87770267
ERLOTINIB,TOPOTECAN,A375,19.84576517
ERLOTINIB,TOPOTECAN,A375,13.04870267
ERLOTINIB,TOPOTECAN,A375,12.13007767
ETOPOSIDE,ABT-888,A375,4.37289895
ETOPOSIDE,ABT-888,A375,3.32008645
ETOPOSIDE,ABT-888,A375,-0.26353855
ETOPOSIDE,ABT-888,A375,3.48639895
ETOPOSIDE,AZD1775,A375,4.150330821
ETOPOSIDE,AZD1775,A375,4.964955821
ETOPOSIDE,AZD1775,A375,8.790705821
ETOPOSIDE,AZD1775,A375,7.651018321
ETOPOSIDE,BEZ-235,A375,5.399946393
ETOPOSIDE,BEZ-235,A375,6.907696393
ETOPOSIDE,BEZ-235,A375,4.623071393
ETOPOSIDE,BEZ-235,A375,1.179821393
ETOPOSIDE,BORTEZOMIB,A375,-1.143132367
ETOPOSIDE,BORTEZOMIB,A375,-1.949632367
ETOPOSIDE,BORTEZOMIB,A375,-1.469757367
ETOPOSIDE,BORTEZOMIB,A375,1.686742633
ETOPOSIDE,DASATINIB,A375,5.545774563
ETOPOSIDE,DASATINIB,A375,5.675587063
ETOPOSIDE,DASATINIB,A375,5.541149563
ETOPOSIDE,DASATINIB,A375,4.034837063
ETOPOSIDE,DINACICLIB,A375,-38.87211679
ETOPOSIDE,DINACICLIB,A375,-40.86986679
ETOPOSIDE,DINACICLIB,A375,-35.15086679
ETOPOSIDE,DINACICLIB,A375,-36.64186679
ETOPOSIDE,ERLOTINIB,A375,5.281250656
ETOPOSIDE,ERLOTINIB,A375,5.281313156
ETOPOSIDE,ERLOTINIB,A375,8.074688156
ETOPOSIDE,ERLOTINIB,A375,5.261375656
ETOPOSIDE,GELDANAMYCIN,A375,0.913480452
ETOPOSIDE,GELDANAMYCIN,A375,-1.873457048
ETOPOSIDE,GELDANAMYCIN,A375,-1.718269548
ETOPOSIDE,GELDANAMYCIN,A375,-1.513269548
ETOPOSIDE,LAPATINIB,A375,-0.009147725
ETOPOSIDE,LAPATINIB,A375,0.670164775
ETOPOSIDE,LAPATINIB,A375,2.126602275
ETOPOSIDE,LAPATINIB,A375,1.980414775
ETOPOSIDE,MK-2206,A375,7.998292965
ETOPOSIDE,MK-2206,A375,9.608542965
ETOPOSIDE,MK-2206,A375,13.79285546
ETOPOSIDE,MK-2206,A375,13.61485546
ETOPOSIDE,MK-4827,A375,0.172561746
ETOPOSIDE,MK-4827,A375,2.456061746
ETOPOSIDE,MK-4827,A375,0.716624246
ETOPOSIDE,MK-4827,A375,-0.195063254
ETOPOSIDE,MK-5108,A375,11.93047212
ETOPOSIDE,MK-5108,A375,8.332659615
ETOPOSIDE,MK-5108,A375,3.187972115
ETOPOSIDE,MK-5108,A375,2.202284615
ETOPOSIDE,MK-8669,A375,5.069209424
ETOPOSIDE,MK-8669,A375,5.946334424
ETOPOSIDE,MK-8669,A375,11.02708442
ETOPOSIDE,MK-8669,A375,10.49002192
ETOPOSIDE,MK-8776,A375,-25.72645372
ETOPOSIDE,MK-8776,A375,-38.36501622
ETOPOSIDE,MK-8776,A375,-30.73895372
ETOPOSIDE,MK-8776,A375,-18.79770372
ETOPOSIDE,PD325901,A375,-4.006919695
ETOPOSIDE,PD325901,A375,-4.127982195
ETOPOSIDE,PD325901,A375,-2.788044695
ETOPOSIDE,PD325901,A375,-3.626169695
ETOPOSIDE,SORAFENIB,A375,-2.156455311
ETOPOSIDE,SORAFENIB,A375,-2.436767811
ETOPOSIDE,SORAFENIB,A375,2.920357189
ETOPOSIDE,SORAFENIB,A375,3.290732189
ETOPOSIDE,SUNITINIB,A375,-2.784765624
ETOPOSIDE,SUNITINIB,A375,-0.898953124
ETOPOSIDE,SUNITINIB,A375,-2.310578124
ETOPOSIDE,SUNITINIB,A375,-1.641015624
ETOPOSIDE,TEMOZOLOMIDE,A375,-28.81394549
ETOPOSIDE,TEMOZOLOMIDE,A375,-39.55769549
ETOPOSIDE,TEMOZOLOMIDE,A375,-11.95875799
ETOPOSIDE,TEMOZOLOMIDE,A375,-20.70782049
ETOPOSIDE,ZOLINZA,A375,-41.88462434
ETOPOSIDE,ZOLINZA,A375,-37.71762434
ETOPOSIDE,ZOLINZA,A375,-20.82206184
ETOPOSIDE,ZOLINZA,A375,-24.91718684
GELDANAMYCIN,BEZ-235,A375,2.558277377
GELDANAMYCIN,BEZ-235,A375,1.568902377
GELDANAMYCIN,BEZ-235,A375,6.764964877
GELDANAMYCIN,BEZ-235,A375,8.255527377
GELDANAMYCIN,DINACICLIB,A375,12.19149323
GELDANAMYCIN,DINACICLIB,A375,9.273305725
GELDANAMYCIN,DINACICLIB,A375,7.929508642
GELDANAMYCIN,DINACICLIB,A375,10.13227948
GELDANAMYCIN,MK-8776,A375,7.058608387
GELDANAMYCIN,MK-8776,A375,-7.131829113
GELDANAMYCIN,MK-8776,A375,-5.321391613
GELDANAMYCIN,MK-8776,A375,-10.15089161
GELDANAMYCIN,OXALIPLATIN,A375,2.41041492
GELDANAMYCIN,OXALIPLATIN,A375,1.43628992
GELDANAMYCIN,OXALIPLATIN,A375,1.49685242
GELDANAMYCIN,OXALIPLATIN,A375,1.63497742
GELDANAMYCIN,SN-38,A375,-0.336109219
GELDANAMYCIN,SN-38,A375,8.052515781
GELDANAMYCIN,SN-38,A375,10.92139078
GELDANAMYCIN,SN-38,A375,13.12095328
GELDANAMYCIN,SORAFENIB,A375,4.067596907
GELDANAMYCIN,SORAFENIB,A375,5.728534407
GELDANAMYCIN,SORAFENIB,A375,3.377409407
GELDANAMYCIN,SORAFENIB,A375,8.097096907
GELDANAMYCIN,TOPOTECAN,A375,-23.09174805
GELDANAMYCIN,TOPOTECAN,A375,-9.518498049
GELDANAMYCIN,TOPOTECAN,A375,-9.276935549
GELDANAMYCIN,TOPOTECAN,A375,5.535251951
GEMCITABINE,ABT-888,A375,-6.580147632
GEMCITABINE,ABT-888,A375,-3.615210132
GEMCITABINE,ABT-888,A375,-6.142397632
GEMCITABINE,ABT-888,A375,-7.846835132
GEMCITABINE,AZD1775,A375,2.733369041
GEMCITABINE,AZD1775,A375,2.642994041
GEMCITABINE,AZD1775,A375,2.232431541
GEMCITABINE,AZD1775,A375,2.647806541
GEMCITABINE,BEZ-235,A375,2.583157471
GEMCITABINE,BEZ-235,A375,2.471469971
GEMCITABINE,BEZ-235,A375,2.488344971
GEMCITABINE,BEZ-235,A375,2.648094971
GEMCITABINE,BORTEZOMIB,A375,-0.469474361
GEMCITABINE,BORTEZOMIB,A375,0.106838139
GEMCITABINE,BORTEZOMIB,A375,-0.076411861
GEMCITABINE,BORTEZOMIB,A375,-0.049911861
GEMCITABINE,DASATINIB,A375,1.146719444
GEMCITABINE,DASATINIB,A375,0.531406944
GEMCITABINE,DASATINIB,A375,0.823031944
GEMCITABINE,DASATINIB,A375,1.390094444
GEMCITABINE,DINACICLIB,A375,-0.539185919
GEMCITABINE,DINACICLIB,A375,0.430126581
GEMCITABINE,DINACICLIB,A375,-0.350873419
GEMCITABINE,DINACICLIB,A375,0.390126581
GEMCITABINE,ERLOTINIB,A375,-5.431316463
GEMCITABINE,ERLOTINIB,A375,-4.102128963
GEMCITABINE,ERLOTINIB,A375,-5.646128963
GEMCITABINE,ERLOTINIB,A375,-3.692816463
GEMCITABINE,GELDANAMYCIN,A375,-1.96913807
GEMCITABINE,GELDANAMYCIN,A375,-2.35420057
GEMCITABINE,GELDANAMYCIN,A375,-2.22026307
GEMCITABINE,GELDANAMYCIN,A375,-2.816809945
GEMCITABINE,LAPATINIB,A375,-10.83689589
GEMCITABINE,LAPATINIB,A375,-12.73533339
GEMCITABINE,LAPATINIB,A375,-9.49708339
GEMCITABINE,LAPATINIB,A375,-11.18133339
GEMCITABINE,MK-2206,A375,3.20362302
GEMCITABINE,MK-2206,A375,1.94968552
GEMCITABINE,MK-2206,A375,2.77018552
GEMCITABINE,MK-2206,A375,2.91649802
GEMCITABINE,MK-4827,A375,-4.739980283
GEMCITABINE,MK-4827,A375,-5.312167783
GEMCITABINE,MK-4827,A375,-4.066167783
GEMCITABINE,MK-4827,A375,-4.354355283
GEMCITABINE,MK-5108,A375,0.609399414
GEMCITABINE,MK-5108,A375,-0.969163086
GEMCITABINE,MK-5108,A375,0.729149414
GEMCITABINE,MK-5108,A375,0.647711914
GEMCITABINE,MK-8669,A375,4.096625301
GEMCITABINE,MK-8669,A375,1.152875301
GEMCITABINE,MK-8669,A375,3.684625301
GEMCITABINE,MK-8669,A375,2.983187801
GEMCITABINE,MK-8776,A375,4.197143394
GEMCITABINE,MK-8776,A375,4.101768394
GEMCITABINE,MK-8776,A375,4.188330894
GEMCITABINE,MK-8776,A375,4.067330894
GEMCITABINE,PD325901,A375,-2.648625345
GEMCITABINE,PD325901,A375,-1.459187845
GEMCITABINE,PD325901,A375,-2.456062845
GEMCITABINE,PD325901,A375,-2.767187845
GEMCITABINE,SORAFENIB,A375,-3.240678489
GEMCITABINE,SORAFENIB,A375,-2.362928489
GEMCITABINE,SORAFENIB,A375,-2.160990989
GEMCITABINE,SORAFENIB,A375,-2.035553489
GEMCITABINE,SUNITINIB,A375,-0.6846291
GEMCITABINE,SUNITINIB,A375,-1.0143791
GEMCITABINE,SUNITINIB,A375,-0.5326291
GEMCITABINE,SUNITINIB,A375,-0.2980041
GEMCITABINE,TEMOZOLOMIDE,A375,-3.132261459
GEMCITABINE,TEMOZOLOMIDE,A375,-12.56551146
GEMCITABINE,TEMOZOLOMIDE,A375,-4.537448959
GEMCITABINE,TEMOZOLOMIDE,A375,-3.601198959
L778123,ABT-888,A375,4.316881696
L778123,ABT-888,A375,8.258319196
L778123,ABT-888,A375,7.555381696
L778123,ABT-888,A375,15.0681942
L778123,AZD1775,A375,8.08103348
L778123,AZD1775,A375,8.40634598
L778123,AZD1775,A375,9.62309598
L778123,AZD1775,A375,6.74622098
L778123,BEZ-235,A375,12.29308639
L778123,BEZ-235,A375,14.53783639
L778123,BEZ-235,A375,16.55908639
L778123,BEZ-235,A375,17.32014889
L778123,BORTEZOMIB,A375,2.784366733
L778123,BORTEZOMIB,A375,0.821304233
L778123,BORTEZOMIB,A375,2.166241733
L778123,BORTEZOMIB,A375,1.891179233
L778123,DASATINIB,A375,18.26772425
L778123,DASATINIB,A375,15.50597425
L778123,DASATINIB,A375,13.46697425
L778123,DASATINIB,A375,14.27272425
L778123,DINACICLIB,A375,8.406027129
L778123,DINACICLIB,A375,8.307214629
L778123,DINACICLIB,A375,9.395089629
L778123,DINACICLIB,A375,9.855339629
L778123,ERLOTINIB,A375,9.059476489
L778123,ERLOTINIB,A375,7.439226489
L778123,ERLOTINIB,A375,6.829226489
L778123,ERLOTINIB,A375,13.23610149
L778123,ETOPOSIDE,A375,-1.683116045
L778123,ETOPOSIDE,A375,-0.482116045
L778123,ETOPOSIDE,A375,2.375758955
L778123,ETOPOSIDE,A375,-2.302303545
L778123,GELDANAMYCIN,A375,8.522899539
L778123,GELDANAMYCIN,A375,6.265149539
L778123,GELDANAMYCIN,A375,11.41152454
L778123,GELDANAMYCIN,A375,13.20383704
L778123,GEMCITABINE,A375,-0.469252446
L778123,GEMCITABINE,A375,-0.098064946
L778123,GEMCITABINE,A375,0.267435054
L778123,GEMCITABINE,A375,0.119810054
L778123,LAPATINIB,A375,1.583583231
L778123,LAPATINIB,A375,10.06795823
L778123,LAPATINIB,A375,8.953395731
L778123,LAPATINIB,A375,8.448708231
L778123,MK-2206,A375,14.39539592
L778123,MK-2206,A375,16.09052092
L778123,MK-2206,A375,12.11058342
L778123,MK-2206,A375,15.77745842
L778123,MK-4827,A375,-4.12722283
L778123,MK-4827,A375,-10.98247283
L778123,MK-4827,A375,-1.32159783
L778123,MK-4827,A375,6.57277717
L778123,MK-5108,A375,19.54566406
L778123,MK-5108,A375,18.84147656
L778123,MK-5108,A375,16.77960156
L778123,MK-5108,A375,18.51547656
L778123,MK-8776,A375,5.35335787
L778123,MK-8776,A375,3.52410787
L778123,MK-8776,A375,-8.55714213
L778123,MK-8776,A375,2.53479537
L778123,OXALIPLATIN,A375,0.969472518
L778123,OXALIPLATIN,A375,0.469597518
L778123,OXALIPLATIN,A375,1.292910018
L778123,OXALIPLATIN,A375,4.201410018
L778123,PD325901,A375,-3.223204277
L778123,PD325901,A375,-1.622766777
L778123,PD325901,A375,-2.021266777
L778123,PD325901,A375,-2.780766777
L778123,SN-38,A375,9.010781628
L778123,SN-38,A375,6.889656628
L778123,SN-38,A375,6.027719128
L778123,SN-38,A375,1.633219128
L778123,SORAFENIB,A375,4.801055785
L778123,SORAFENIB,A375,4.642618285
L778123,SORAFENIB,A375,7.005305785
L778123,SORAFENIB,A375,9.697305785
L778123,SUNITINIB,A375,5.809076971
L778123,SUNITINIB,A375,8.514076971
L778123,SUNITINIB,A375,12.60726447
L778123,SUNITINIB,A375,10.82220197
L778123,TEMOZOLOMIDE,A375,-0.501624309
L778123,TEMOZOLOMIDE,A375,1.177063191
L778123,TEMOZOLOMIDE,A375,1.815313191
L778123,TEMOZOLOMIDE,A375,5.683125691
L778123,TOPOTECAN,A375,-9.782817792
L778123,TOPOTECAN,A375,-7.701317792
L778123,TOPOTECAN,A375,-37.68356779
L778123,TOPOTECAN,A375,3.179057208
L778123,VINORELBINE,A375,2.858363381
L778123,VINORELBINE,A375,4.662800881
L778123,VINORELBINE,A375,2.486675881
L778123,VINORELBINE,A375,1.531925881
L778123,ZOLINZA,A375,0.284253531
L778123,ZOLINZA,A375,-3.671246469
L778123,ZOLINZA,A375,2.346128531
L778123,ZOLINZA,A375,0.377066031
LAPATINIB,ABT-888,A375,4.220729253
LAPATINIB,ABT-888,A375,-7.647208247
LAPATINIB,ABT-888,A375,-1.803020747
LAPATINIB,ABT-888,A375,-1.967145747
LAPATINIB,BEZ-235,A375,9.09773301
LAPATINIB,BEZ-235,A375,7.12067051
LAPATINIB,BEZ-235,A375,5.41523301
LAPATINIB,BEZ-235,A375,7.11642051
LAPATINIB,BORTEZOMIB,A375,-1.307248055
