drug_row,drug_col,cell_line_name,synergy_zip
MRK-003,ZOLINZA,A2780,8.2070688
OXALIPLATIN,DINACICLIB,A2780,17.3291701
OXALIPLATIN,DINACICLIB,A2780,7.590693028
OXALIPLATIN,DINACICLIB,A2780,7.462920588
OXALIPLATIN,DINACICLIB,A2780,8.924436014
OXALIPLATIN,MK-8776,A2780,24.21209539
OXALIPLATIN,MK-8776,A2780,20.02226995
OXALIPLATIN,MK-8776,A2780,16.19996738
OXALIPLATIN,MK-8776,A2780,10.14088106
OXALIPLATIN,SORAFENIB,A2780,3.786302968
OXALIPLATIN,SORAFENIB,A2780,2.33177691
OXALIPLATIN,SORAFENIB,A2780,1.790809541
OXALIPLATIN,SORAFENIB,A2780,1.871681936
PACLITAXEL,ABT-888,A2780,6.979677161
PACLITAXEL,ABT-888,A2780,3.399238083
PACLITAXEL,ABT-888,A2780,2.223308592
PACLITAXEL,ABT-888,A2780,6.411210409
PACLITAXEL,AZD1775,A2780,4.364762726
PACLITAXEL,AZD1775,A2780,6.164027192
PACLITAXEL,AZD1775,A2780,5.093977785
PACLITAXEL,AZD1775,A2780,6.57125561
PACLITAXEL,BEZ-235,A2780,2.48451617
PACLITAXEL,BEZ-235,A2780,3.247077728
PACLITAXEL,BEZ-235,A2780,2.558745364
PACLITAXEL,BEZ-235,A2780,2.880463793
PACLITAXEL,BORTEZOMIB,A2780,5.727365633
PACLITAXEL,BORTEZOMIB,A2780,2.717875841
PACLITAXEL,BORTEZOMIB,A2780,0.362058793
PACLITAXEL,BORTEZOMIB,A2780,0.046779897
PACLITAXEL,DASATINIB,A2780,12.99201807
PACLITAXEL,DASATINIB,A2780,15.11614653
PACLITAXEL,DASATINIB,A2780,8.545727824
PACLITAXEL,DASATINIB,A2780,10.75069872
PACLITAXEL,DINACICLIB,A2780,3.391016937
PACLITAXEL,DINACICLIB,A2780,2.166226553
PACLITAXEL,DINACICLIB,A2780,3.883705475
PACLITAXEL,DINACICLIB,A2780,4.261813153
PACLITAXEL,ERLOTINIB,A2780,2.991288384
PACLITAXEL,ERLOTINIB,A2780,7.030542185
PACLITAXEL,ERLOTINIB,A2780,1.991693937
PACLITAXEL,ERLOTINIB,A2780,4.743076623
PACLITAXEL,GELDANAMYCIN,A2780,2.398205514
PACLITAXEL,GELDANAMYCIN,A2780,-0.246972277
PACLITAXEL,GELDANAMYCIN,A2780,-0.776238109
PACLITAXEL,GELDANAMYCIN,A2780,1.314213271
PACLITAXEL,L778123,A2780,6.021175663
PACLITAXEL,L778123,A2780,5.718731379
PACLITAXEL,L778123,A2780,5.405121697
PACLITAXEL,L778123,A2780,5.794503613
PACLITAXEL,LAPATINIB,A2780,8.025887704
PACLITAXEL,LAPATINIB,A2780,6.004429351
PACLITAXEL,LAPATINIB,A2780,5.976896701
PACLITAXEL,LAPATINIB,A2780,2.653948166
PACLITAXEL,MK-2206,A2780,6.121201638
PACLITAXEL,MK-2206,A2780,7.085497822
PACLITAXEL,MK-2206,A2780,6.815967542
PACLITAXEL,MK-2206,A2780,6.791661098
PACLITAXEL,MK-4827,A2780,2.942933327
PACLITAXEL,MK-4827,A2780,2.248620167
PACLITAXEL,MK-4827,A2780,3.310256422
PACLITAXEL,MK-4827,A2780,1.410337291
PACLITAXEL,MK-5108,A2780,16.44501136
PACLITAXEL,MK-5108,A2780,18.30405133
PACLITAXEL,MK-5108,A2780,16.59308546
PACLITAXEL,MK-5108,A2780,9.888378232
PACLITAXEL,MK-8669,A2780,5.92498028
PACLITAXEL,MK-8669,A2780,5.128907051
PACLITAXEL,MK-8669,A2780,5.132621501
PACLITAXEL,MK-8669,A2780,6.511893577
PACLITAXEL,MK-8776,A2780,5.346891784
PACLITAXEL,MK-8776,A2780,2.055023479
PACLITAXEL,MK-8776,A2780,3.473530245
PACLITAXEL,MK-8776,A2780,3.187400156
PACLITAXEL,PD325901,A2780,2.911597854
PACLITAXEL,PD325901,A2780,3.277462333
PACLITAXEL,PD325901,A2780,-0.214620957
PACLITAXEL,PD325901,A2780,8.451185856
PACLITAXEL,SORAFENIB,A2780,2.459605732
PACLITAXEL,SORAFENIB,A2780,4.403247595
PACLITAXEL,SORAFENIB,A2780,10.15775359
PACLITAXEL,SORAFENIB,A2780,4.546682184
PACLITAXEL,SUNITINIB,A2780,7.014673725
PACLITAXEL,SUNITINIB,A2780,4.165480853
PACLITAXEL,SUNITINIB,A2780,7.218603302
PACLITAXEL,SUNITINIB,A2780,5.721779993
PACLITAXEL,TEMOZOLOMIDE,A2780,-0.88344026
PACLITAXEL,TEMOZOLOMIDE,A2780,0.008603542
PACLITAXEL,TEMOZOLOMIDE,A2780,7.788200672
PACLITAXEL,TEMOZOLOMIDE,A2780,1.502749006
PACLITAXEL,ZOLINZA,A2780,4.765037707
PACLITAXEL,ZOLINZA,A2780,7.131918642
PACLITAXEL,ZOLINZA,A2780,2.606439011
PACLITAXEL,ZOLINZA,A2780,3.395520722
PD325901,ABT-888,A2780,4.23965838
PD325901,ABT-888,A2780,12.88656355
PD325901,ABT-888,A2780,17.66950803
PD325901,ABT-888,A2780,13.90295211
PD325901,BEZ-235,A2780,14.14379469
PD325901,BEZ-235,A2780,14.2505742
PD325901,BEZ-235,A2780,14.87414956
PD325901,BEZ-235,A2780,16.12198122
PD325901,BORTEZOMIB,A2780,2.622076826
PD325901,BORTEZOMIB,A2780,5.716676512
PD325901,BORTEZOMIB,A2780,9.036852676
PD325901,BORTEZOMIB,A2780,3.359004347
PD325901,DASATINIB,A2780,23.69475603
PD325901,DASATINIB,A2780,21.02437414
PD325901,DASATINIB,A2780,24.88078607
PD325901,DASATINIB,A2780,22.26599049
PD325901,DINACICLIB,A2780,2.449439621
PD325901,DINACICLIB,A2780,2.29848607
PD325901,DINACICLIB,A2780,3.629286619
PD325901,DINACICLIB,A2780,3.875780313
PD325901,GELDANAMYCIN,A2780,3.026017756
PD325901,GELDANAMYCIN,A2780,4.665785042
PD325901,GELDANAMYCIN,A2780,10.18044174
PD325901,GELDANAMYCIN,A2780,6.728351806
PD325901,MK-8669,A2780,10.7132141
PD325901,MK-8669,A2780,14.64699002
PD325901,MK-8669,A2780,14.49246205
PD325901,MK-8669,A2780,15.40846798
PD325901,MK-8776,A2780,10.09566082
PD325901,MK-8776,A2780,11.28639147
PD325901,MK-8776,A2780,9.870111229
PD325901,MK-8776,A2780,25.68949599
PD325901,OXALIPLATIN,A2780,10.38150248
PD325901,OXALIPLATIN,A2780,10.18351411
PD325901,OXALIPLATIN,A2780,11.59180833
PD325901,OXALIPLATIN,A2780,19.28551836
PD325901,SN-38,A2780,9.069303729
PD325901,SN-38,A2780,8.361932883
PD325901,SN-38,A2780,8.354342164
PD325901,SN-38,A2780,9.114329842
PD325901,SORAFENIB,A2780,8.521526909
PD325901,SORAFENIB,A2780,14.96472492
PD325901,SORAFENIB,A2780,12.36133473
PD325901,SORAFENIB,A2780,12.20700441
PD325901,TOPOTECAN,A2780,8.495267042
PD325901,TOPOTECAN,A2780,10.76631527
PD325901,TOPOTECAN,A2780,7.762889863
PD325901,TOPOTECAN,A2780,4.814420708
SN-38,DINACICLIB,A2780,1.589560949
SN-38,DINACICLIB,A2780,3.675767483
SN-38,DINACICLIB,A2780,2.553749576
SN-38,DINACICLIB,A2780,2.350444464
SN-38,MK-8776,A2780,10.01221407
SN-38,MK-8776,A2780,5.951864388
SN-38,MK-8776,A2780,7.317010889
SN-38,MK-8776,A2780,6.644729458
SN-38,SORAFENIB,A2780,9.54856002
SN-38,SORAFENIB,A2780,6.651761417
SN-38,SORAFENIB,A2780,12.87735002
SN-38,SORAFENIB,A2780,4.748557896
SORAFENIB,DINACICLIB,A2780,0.544702266
SORAFENIB,DINACICLIB,A2780,0.583543686
SORAFENIB,DINACICLIB,A2780,0.668501856
SORAFENIB,DINACICLIB,A2780,1.575067939
SORAFENIB,MK-8776,A2780,6.366958876
SORAFENIB,MK-8776,A2780,4.46034053
SORAFENIB,MK-8776,A2780,6.510504683
SORAFENIB,MK-8776,A2780,7.017915484
SUNITINIB,ABT-888,A2780,15.40527072
SUNITINIB,ABT-888,A2780,21.62172534
SUNITINIB,ABT-888,A2780,12.42858372
SUNITINIB,ABT-888,A2780,12.64839155
SUNITINIB,AZD1775,A2780,6.93737227
SUNITINIB,AZD1775,A2780,2.510754521
SUNITINIB,AZD1775,A2780,3.928448508
SUNITINIB,AZD1775,A2780,1.757028326
SUNITINIB,BEZ-235,A2780,11.6674382
SUNITINIB,BEZ-235,A2780,11.09853832
SUNITINIB,BEZ-235,A2780,14.34543516
SUNITINIB,BEZ-235,A2780,10.76655428
SUNITINIB,BORTEZOMIB,A2780,5.34655723
SUNITINIB,BORTEZOMIB,A2780,5.966688007
SUNITINIB,BORTEZOMIB,A2780,5.683867532
SUNITINIB,BORTEZOMIB,A2780,7.572873336
SUNITINIB,DASATINIB,A2780,13.34869156
SUNITINIB,DASATINIB,A2780,13.9132386
SUNITINIB,DASATINIB,A2780,15.48544741
SUNITINIB,DASATINIB,A2780,18.66646386
SUNITINIB,DINACICLIB,A2780,6.273184643
SUNITINIB,DINACICLIB,A2780,3.85819809
SUNITINIB,DINACICLIB,A2780,7.921483822
SUNITINIB,DINACICLIB,A2780,6.576400344
SUNITINIB,ERLOTINIB,A2780,11.5012928
SUNITINIB,ERLOTINIB,A2780,11.29189743
SUNITINIB,ERLOTINIB,A2780,13.85454755
SUNITINIB,ERLOTINIB,A2780,12.26792961
SUNITINIB,GELDANAMYCIN,A2780,6.195755343
SUNITINIB,GELDANAMYCIN,A2780,5.397267931
SUNITINIB,GELDANAMYCIN,A2780,6.342285978
SUNITINIB,GELDANAMYCIN,A2780,6.736717902
SUNITINIB,LAPATINIB,A2780,15.29899107
SUNITINIB,LAPATINIB,A2780,16.64202011
SUNITINIB,LAPATINIB,A2780,17.62501901
SUNITINIB,LAPATINIB,A2780,19.81629657
SUNITINIB,MK-2206,A2780,12.23552396
SUNITINIB,MK-2206,A2780,11.87341521
SUNITINIB,MK-2206,A2780,11.88375836
SUNITINIB,MK-2206,A2780,11.89655806
SUNITINIB,MK-4827,A2780,0.572663309
SUNITINIB,MK-4827,A2780,1.424551368
SUNITINIB,MK-4827,A2780,0.335116972
SUNITINIB,MK-4827,A2780,0.212154243
SUNITINIB,MK-5108,A2780,3.152904952
SUNITINIB,MK-5108,A2780,3.676163032
SUNITINIB,MK-5108,A2780,3.923791713
SUNITINIB,MK-5108,A2780,3.491628031
SUNITINIB,MK-8669,A2780,11.52816595
SUNITINIB,MK-8669,A2780,9.536055107
SUNITINIB,MK-8669,A2780,10.33970794
SUNITINIB,MK-8669,A2780,9.105657925
SUNITINIB,MK-8776,A2780,12.87925946
SUNITINIB,MK-8776,A2780,14.66098396
SUNITINIB,MK-8776,A2780,12.94679219
SUNITINIB,MK-8776,A2780,14.92273305
SUNITINIB,OXALIPLATIN,A2780,9.764122084
SUNITINIB,OXALIPLATIN,A2780,9.11599294
SUNITINIB,OXALIPLATIN,A2780,6.588719719
SUNITINIB,OXALIPLATIN,A2780,7.873388935
SUNITINIB,PD325901,A2780,11.74080132
SUNITINIB,PD325901,A2780,17.85831599
SUNITINIB,PD325901,A2780,15.02074746
SUNITINIB,PD325901,A2780,15.10369137
SUNITINIB,SN-38,A2780,7.635603457
SUNITINIB,SN-38,A2780,11.52822725
SUNITINIB,SN-38,A2780,11.21492608
SUNITINIB,SN-38,A2780,7.163448226
SUNITINIB,SORAFENIB,A2780,3.72020736
SUNITINIB,SORAFENIB,A2780,1.688605629
SUNITINIB,SORAFENIB,A2780,0.862883763
SUNITINIB,SORAFENIB,A2780,3.180504777
SUNITINIB,TEMOZOLOMIDE,A2780,16.5150952
SUNITINIB,TEMOZOLOMIDE,A2780,13.29194594
SUNITINIB,TEMOZOLOMIDE,A2780,6.962235507
SUNITINIB,TEMOZOLOMIDE,A2780,18.43129576
SUNITINIB,TOPOTECAN,A2780,3.097477
SUNITINIB,TOPOTECAN,A2780,3.986013266
SUNITINIB,TOPOTECAN,A2780,3.657951753
SUNITINIB,TOPOTECAN,A2780,2.717753057
TEMOZOLOMIDE,ABT-888,A2780,30.88345363
TEMOZOLOMIDE,ABT-888,A2780,31.36826533
TEMOZOLOMIDE,ABT-888,A2780,30.23044408
TEMOZOLOMIDE,ABT-888,A2780,36.3521983
TEMOZOLOMIDE,AZD1775,A2780,11.18888952
TEMOZOLOMIDE,AZD1775,A2780,6.957118339
TEMOZOLOMIDE,AZD1775,A2780,18.56092588
TEMOZOLOMIDE,AZD1775,A2780,10.63167122
TEMOZOLOMIDE,BEZ-235,A2780,10.27564436
TEMOZOLOMIDE,BEZ-235,A2780,11.70480466
TEMOZOLOMIDE,BEZ-235,A2780,13.27884972
TEMOZOLOMIDE,BEZ-235,A2780,12.14399068
TEMOZOLOMIDE,BORTEZOMIB,A2780,0.428498219
TEMOZOLOMIDE,BORTEZOMIB,A2780,1.580793937
TEMOZOLOMIDE,BORTEZOMIB,A2780,1.68321466
TEMOZOLOMIDE,BORTEZOMIB,A2780,1.882252807
TEMOZOLOMIDE,DASATINIB,A2780,13.01118256
TEMOZOLOMIDE,DASATINIB,A2780,10.88184259
TEMOZOLOMIDE,DASATINIB,A2780,13.44531009
TEMOZOLOMIDE,DASATINIB,A2780,7.871584529
TEMOZOLOMIDE,DINACICLIB,A2780,22.95906766
TEMOZOLOMIDE,DINACICLIB,A2780,11.13059801
TEMOZOLOMIDE,DINACICLIB,A2780,3.327018418
TEMOZOLOMIDE,DINACICLIB,A2780,4.45092462
TEMOZOLOMIDE,ERLOTINIB,A2780,19.00132993
TEMOZOLOMIDE,ERLOTINIB,A2780,29.47409602
TEMOZOLOMIDE,ERLOTINIB,A2780,13.23891278
TEMOZOLOMIDE,ERLOTINIB,A2780,10.78595269
TEMOZOLOMIDE,GELDANAMYCIN,A2780,4.606708999
TEMOZOLOMIDE,GELDANAMYCIN,A2780,4.190052795
TEMOZOLOMIDE,GELDANAMYCIN,A2780,-0.019470695
TEMOZOLOMIDE,GELDANAMYCIN,A2780,0.069160968
TEMOZOLOMIDE,LAPATINIB,A2780,6.284512117
TEMOZOLOMIDE,LAPATINIB,A2780,17.28629637
TEMOZOLOMIDE,LAPATINIB,A2780,13.70102126
TEMOZOLOMIDE,LAPATINIB,A2780,25.24688905
TEMOZOLOMIDE,MK-2206,A2780,6.127710162
TEMOZOLOMIDE,MK-2206,A2780,10.28821272
TEMOZOLOMIDE,MK-2206,A2780,12.70995078
TEMOZOLOMIDE,MK-2206,A2780,12.19735177
TEMOZOLOMIDE,MK-4827,A2780,31.66718374
TEMOZOLOMIDE,MK-4827,A2780,32.42158927
TEMOZOLOMIDE,MK-4827,A2780,28.9215365
TEMOZOLOMIDE,MK-4827,A2780,31.81494831
TEMOZOLOMIDE,MK-5108,A2780,2.870323817
TEMOZOLOMIDE,MK-5108,A2780,2.76008104
TEMOZOLOMIDE,MK-5108,A2780,2.775474763
TEMOZOLOMIDE,MK-5108,A2780,4.391299243
TEMOZOLOMIDE,MK-8776,A2780,7.724024234
TEMOZOLOMIDE,MK-8776,A2780,-1.527472741
TEMOZOLOMIDE,MK-8776,A2780,-0.042103917
TEMOZOLOMIDE,MK-8776,A2780,2.320849056
TEMOZOLOMIDE,OXALIPLATIN,A2780,20.17289382
TEMOZOLOMIDE,OXALIPLATIN,A2780,5.618396052
TEMOZOLOMIDE,OXALIPLATIN,A2780,8.088348832
TEMOZOLOMIDE,OXALIPLATIN,A2780,9.470086617
TEMOZOLOMIDE,PD325901,A2780,5.102907803
TEMOZOLOMIDE,PD325901,A2780,6.888908238
TEMOZOLOMIDE,PD325901,A2780,10.5162723
TEMOZOLOMIDE,PD325901,A2780,6.508568998
TEMOZOLOMIDE,SN-38,A2780,-0.812041096
TEMOZOLOMIDE,SN-38,A2780,4.455774351
TEMOZOLOMIDE,SN-38,A2780,14.05272034
TEMOZOLOMIDE,SN-38,A2780,10.58533281
TEMOZOLOMIDE,SORAFENIB,A2780,5.472019408
TEMOZOLOMIDE,SORAFENIB,A2780,10.65017968
TEMOZOLOMIDE,SORAFENIB,A2780,6.247165026
TEMOZOLOMIDE,SORAFENIB,A2780,3.25490628
TEMOZOLOMIDE,TOPOTECAN,A2780,11.97259864
TEMOZOLOMIDE,TOPOTECAN,A2780,16.70947989
TEMOZOLOMIDE,TOPOTECAN,A2780,15.69966103
TEMOZOLOMIDE,TOPOTECAN,A2780,7.295577771
TOPOTECAN,BEZ-235,A2780,4.960841679
TOPOTECAN,BEZ-235,A2780,4.47070088
TOPOTECAN,BEZ-235,A2780,2.584061737
TOPOTECAN,BEZ-235,A2780,4.369589993
TOPOTECAN,DINACICLIB,A2780,8.800983367
TOPOTECAN,DINACICLIB,A2780,8.284144955
TOPOTECAN,DINACICLIB,A2780,5.012537427
TOPOTECAN,DINACICLIB,A2780,8.296537694
TOPOTECAN,MK-8776,A2780,6.550729909
TOPOTECAN,MK-8776,A2780,6.466731322
TOPOTECAN,MK-8776,A2780,11.70543267
TOPOTECAN,MK-8776,A2780,8.033966585
TOPOTECAN,SORAFENIB,A2780,3.304923534
TOPOTECAN,SORAFENIB,A2780,2.751713795
TOPOTECAN,SORAFENIB,A2780,3.041911444
TOPOTECAN,SORAFENIB,A2780,3.042374009
VINBLASTINE,ABT-888,A2780,3.468213494
VINBLASTINE,ABT-888,A2780,0.106460348
VINBLASTINE,ABT-888,A2780,-1.889353022
VINBLASTINE,ABT-888,A2780,-1.869529827
VINBLASTINE,AZD1775,A2780,7.082350156
VINBLASTINE,AZD1775,A2780,10.92580019
VINBLASTINE,AZD1775,A2780,8.891062357
VINBLASTINE,AZD1775,A2780,11.42608261
VINBLASTINE,BEZ-235,A2780,9.017767968
VINBLASTINE,BEZ-235,A2780,8.464003004
VINBLASTINE,BEZ-235,A2780,10.32229976
VINBLASTINE,BEZ-235,A2780,10.06132048
VINBLASTINE,BORTEZOMIB,A2780,5.086788316
VINBLASTINE,BORTEZOMIB,A2780,3.356928736
VINBLASTINE,BORTEZOMIB,A2780,3.64221184
VINBLASTINE,BORTEZOMIB,A2780,4.878126141
VINBLASTINE,DASATINIB,A2780,10.9191519
VINBLASTINE,DASATINIB,A2780,8.273333062
VINBLASTINE,DASATINIB,A2780,7.199225428
VINBLASTINE,DASATINIB,A2780,11.38443493
VINBLASTINE,DINACICLIB,A2780,3.232547118
VINBLASTINE,DINACICLIB,A2780,5.382882563
VINBLASTINE,DINACICLIB,A2780,5.356304374
VINBLASTINE,DINACICLIB,A2780,4.43724322
VINBLASTINE,ERLOTINIB,A2780,9.910322984
VINBLASTINE,ERLOTINIB,A2780,10.6898125
VINBLASTINE,ERLOTINIB,A2780,10.12241029
VINBLASTINE,ERLOTINIB,A2780,11.64553555
VINBLASTINE,GELDANAMYCIN,A2780,2.836082453
VINBLASTINE,GELDANAMYCIN,A2780,3.935608053
VINBLASTINE,GELDANAMYCIN,A2780,2.743374217
VINBLASTINE,GELDANAMYCIN,A2780,2.59334036
VINBLASTINE,L778123,A2780,4.9057392
VINBLASTINE,L778123,A2780,5.239035467
VINBLASTINE,L778123,A2780,6.503258933
VINBLASTINE,L778123,A2780,5.555802004
VINBLASTINE,LAPATINIB,A2780,5.943616724
VINBLASTINE,LAPATINIB,A2780,9.775423158
VINBLASTINE,LAPATINIB,A2780,7.256159749
VINBLASTINE,LAPATINIB,A2780,9.190333729
VINBLASTINE,MK-2206,A2780,6.419386218
VINBLASTINE,MK-2206,A2780,8.606508561
VINBLASTINE,MK-2206,A2780,8.444113803
VINBLASTINE,MK-2206,A2780,8.19837915
VINBLASTINE,MK-4827,A2780,2.105209843
VINBLASTINE,MK-4827,A2780,3.517950907
VINBLASTINE,MK-4827,A2780,4.972953876
VINBLASTINE,MK-4827,A2780,4.541449534
VINBLASTINE,MK-5108,A2780,8.582657939
VINBLASTINE,MK-5108,A2780,8.14210649
VINBLASTINE,MK-5108,A2780,9.56569562
VINBLASTINE,MK-5108,A2780,8.827254424
VINBLASTINE,MK-8669,A2780,7.737910095
VINBLASTINE,MK-8669,A2780,8.357194898
VINBLASTINE,MK-8669,A2780,7.745590344
VINBLASTINE,MK-8669,A2780,9.965935807
VINBLASTINE,MK-8776,A2780,4.392247116
VINBLASTINE,MK-8776,A2780,3.79649811
VINBLASTINE,MK-8776,A2780,2.709374346
VINBLASTINE,MK-8776,A2780,2.55135902
VINBLASTINE,PD325901,A2780,7.784511611
VINBLASTINE,PD325901,A2780,3.964974861
VINBLASTINE,PD325901,A2780,8.962311213
VINBLASTINE,PD325901,A2780,7.326379718
VINBLASTINE,SORAFENIB,A2780,3.414022563
VINBLASTINE,SORAFENIB,A2780,3.85035419
VINBLASTINE,SORAFENIB,A2780,6.28485561
VINBLASTINE,SORAFENIB,A2780,8.828300966
VINBLASTINE,SUNITINIB,A2780,4.875085503
VINBLASTINE,SUNITINIB,A2780,5.893845157
VINBLASTINE,SUNITINIB,A2780,7.114071077
VINBLASTINE,SUNITINIB,A2780,7.386810328
VINBLASTINE,TEMOZOLOMIDE,A2780,-0.574567032
VINBLASTINE,TEMOZOLOMIDE,A2780,1.320056523
VINBLASTINE,TEMOZOLOMIDE,A2780,-0.735091953
VINBLASTINE,TEMOZOLOMIDE,A2780,-0.433943457
VINBLASTINE,ZOLINZA,A2780,7.734550429
VINBLASTINE,ZOLINZA,A2780,7.006358206
VINBLASTINE,ZOLINZA,A2780,7.663470548
VINBLASTINE,ZOLINZA,A2780,6.534533279
VINORELBINE,ABT-888,A2780,0.833276626
VINORELBINE,ABT-888,A2780,7.949259534
VINORELBINE,ABT-888,A2780,1.304995129
VINORELBINE,ABT-888,A2780,1.073684219
VINORELBINE,AZD1775,A2780,3.45257309
VINORELBINE,AZD1775,A2780,5.206360526
VINORELBINE,AZD1775,A2780,4.342948042
VINORELBINE,AZD1775,A2780,5.02328714
VINORELBINE,BEZ-235,A2780,7.13475541
VINORELBINE,BEZ-235,A2780,13.77776528
VINORELBINE,BEZ-235,A2780,5.525973392
VINORELBINE,BEZ-235,A2780,6.677068429
VINORELBINE,BORTEZOMIB,A2780,1.413327786
VINORELBINE,BORTEZOMIB,A2780,4.304104937
VINORELBINE,BORTEZOMIB,A2780,1.218488632
VINORELBINE,BORTEZOMIB,A2780,1.953480129
VINORELBINE,DASATINIB,A2780,7.021629133
VINORELBINE,DASATINIB,A2780,5.041113342
VINORELBINE,DASATINIB,A2780,7.61749882
VINORELBINE,DASATINIB,A2780,7.696253874
VINORELBINE,DINACICLIB,A2780,2.671320571
VINORELBINE,DINACICLIB,A2780,1.146219532
VINORELBINE,DINACICLIB,A2780,3.95685529
VINORELBINE,DINACICLIB,A2780,2.393723953
VINORELBINE,ERLOTINIB,A2780,4.848169139
VINORELBINE,ERLOTINIB,A2780,5.406566592
VINORELBINE,ERLOTINIB,A2780,5.462852924
VINORELBINE,ERLOTINIB,A2780,6.029494852
VINORELBINE,GELDANAMYCIN,A2780,1.881160374
VINORELBINE,GELDANAMYCIN,A2780,1.805231707
VINORELBINE,GELDANAMYCIN,A2780,1.560023779
VINORELBINE,GELDANAMYCIN,A2780,0.510084471
VINORELBINE,LAPATINIB,A2780,8.233776215
VINORELBINE,LAPATINIB,A2780,4.844775959
VINORELBINE,LAPATINIB,A2780,6.978012698
VINORELBINE,LAPATINIB,A2780,3.521539878
VINORELBINE,MK-2206,A2780,2.736980365
VINORELBINE,MK-2206,A2780,3.124123113
VINORELBINE,MK-2206,A2780,4.271162779
VINORELBINE,MK-2206,A2780,4.980546396
VINORELBINE,MK-4827,A2780,2.448075877
VINORELBINE,MK-4827,A2780,2.338303761
VINORELBINE,MK-4827,A2780,-0.562052339
VINORELBINE,MK-4827,A2780,3.423793095
VINORELBINE,MK-5108,A2780,1.425925761
VINORELBINE,MK-5108,A2780,0.340438279
VINORELBINE,MK-5108,A2780,1.880059367
VINORELBINE,MK-5108,A2780,1.070147271
VINORELBINE,MK-8669,A2780,3.659014904
VINORELBINE,MK-8669,A2780,3.553069136
VINORELBINE,MK-8669,A2780,4.087126522
VINORELBINE,MK-8669,A2780,4.123393995
VINORELBINE,MK-8776,A2780,-0.100961189
VINORELBINE,MK-8776,A2780,1.382062079
VINORELBINE,MK-8776,A2780,2.264075782
VINORELBINE,MK-8776,A2780,-0.430021186
VINORELBINE,PD325901,A2780,3.126006642
VINORELBINE,PD325901,A2780,13.83215821
VINORELBINE,PD325901,A2780,2.762495104
VINORELBINE,PD325901,A2780,4.526219199
VINORELBINE,SORAFENIB,A2780,3.464069864
VINORELBINE,SORAFENIB,A2780,1.450919646
VINORELBINE,SORAFENIB,A2780,-0.408520087
VINORELBINE,SORAFENIB,A2780,2.260637748
VINORELBINE,SUNITINIB,A2780,6.067374223
VINORELBINE,SUNITINIB,A2780,4.255505089
VINORELBINE,SUNITINIB,A2780,4.247746945
VINORELBINE,SUNITINIB,A2780,5.973984635
VINORELBINE,TEMOZOLOMIDE,A2780,2.451884314
VINORELBINE,TEMOZOLOMIDE,A2780,2.137532738
VINORELBINE,TEMOZOLOMIDE,A2780,2.34324329
VINORELBINE,TEMOZOLOMIDE,A2780,14.04897886
VINORELBINE,ZOLINZA,A2780,1.911263593
VINORELBINE,ZOLINZA,A2780,2.314515313
VINORELBINE,ZOLINZA,A2780,2.317118952
VINORELBINE,ZOLINZA,A2780,2.039959547
ZOLINZA,ABT-888,A2780,5.642677107
ZOLINZA,ABT-888,A2780,6.522039366
ZOLINZA,ABT-888,A2780,4.859356971
ZOLINZA,ABT-888,A2780,8.160216028
ZOLINZA,AZD1775,A2780,8.859774063
ZOLINZA,AZD1775,A2780,5.640760245
ZOLINZA,AZD1775,A2780,7.782454485
ZOLINZA,AZD1775,A2780,10.37797039
ZOLINZA,BEZ-235,A2780,11.68799954
ZOLINZA,BEZ-235,A2780,6.782200609
ZOLINZA,BEZ-235,A2780,7.781698897
ZOLINZA,BEZ-235,A2780,8.949569869
ZOLINZA,BORTEZOMIB,A2780,1.985765626
ZOLINZA,BORTEZOMIB,A2780,3.117685071
ZOLINZA,BORTEZOMIB,A2780,2.61086811
ZOLINZA,BORTEZOMIB,A2780,1.446451092
ZOLINZA,DASATINIB,A2780,-0.175781559
ZOLINZA,DASATINIB,A2780,0.659461285
ZOLINZA,DASATINIB,A2780,1.538199249
ZOLINZA,DASATINIB,A2780,0.028165887
ZOLINZA,DINACICLIB,A2780,1.655628199
ZOLINZA,DINACICLIB,A2780,5.794123104
ZOLINZA,DINACICLIB,A2780,2.236725892
ZOLINZA,DINACICLIB,A2780,2.735065359
ZOLINZA,ERLOTINIB,A2780,11.15148053
ZOLINZA,ERLOTINIB,A2780,9.140123519
ZOLINZA,ERLOTINIB,A2780,19.91464425
ZOLINZA,ERLOTINIB,A2780,7.812988624
ZOLINZA,GELDANAMYCIN,A2780,0.047067255
ZOLINZA,GELDANAMYCIN,A2780,-0.968199311
ZOLINZA,GELDANAMYCIN,A2780,12.86611976
ZOLINZA,GELDANAMYCIN,A2780,0.089877218
ZOLINZA,GEMCITABINE,A2780,4.561461855
ZOLINZA,GEMCITABINE,A2780,5.245952582
ZOLINZA,GEMCITABINE,A2780,4.939516166
ZOLINZA,GEMCITABINE,A2780,3.277014865
ZOLINZA,LAPATINIB,A2780,9.568008761
ZOLINZA,LAPATINIB,A2780,6.186245998
ZOLINZA,LAPATINIB,A2780,6.936048032
ZOLINZA,LAPATINIB,A2780,5.619628293
ZOLINZA,MK-2206,A2780,3.443248791
ZOLINZA,MK-2206,A2780,3.64599972
ZOLINZA,MK-2206,A2780,3.757910703
ZOLINZA,MK-2206,A2780,4.319244975
ZOLINZA,MK-4827,A2780,8.36414455
ZOLINZA,MK-4827,A2780,11.36093333
ZOLINZA,MK-4827,A2780,7.830914908
