drug_row,drug_col,cell_line_name,synergy_hsa
L778123,ETOPOSIDE,ES2,-1.483263007
L778123,GELDANAMYCIN,ES2,7.53814313
L778123,GELDANAMYCIN,ES2,5.80026813
L778123,GELDANAMYCIN,ES2,13.51051813
L778123,GELDANAMYCIN,ES2,18.38983063
L778123,GEMCITABINE,ES2,-0.577426031
L778123,GEMCITABINE,ES2,2.571636469
L778123,GEMCITABINE,ES2,1.470011469
L778123,GEMCITABINE,ES2,1.763261469
L778123,LAPATINIB,ES2,-8.693924139
L778123,LAPATINIB,ES2,6.520200861
L778123,LAPATINIB,ES2,4.837138361
L778123,LAPATINIB,ES2,7.046263361
L778123,MK-2206,ES2,-0.283596743
L778123,MK-2206,ES2,-0.424971743
L778123,MK-2206,ES2,0.083715757
L778123,MK-2206,ES2,2.434028257
L778123,MK-4827,ES2,8.41217928
L778123,MK-4827,ES2,7.62061678
L778123,MK-4827,ES2,-1.81594572
L778123,MK-4827,ES2,10.37280428
L778123,MK-5108,ES2,6.269061978
L778123,MK-5108,ES2,7.289061978
L778123,MK-5108,ES2,6.381436978
L778123,MK-5108,ES2,8.856436978
L778123,MK-8669,ES2,14.07019663
L778123,MK-8669,ES2,12.27238413
L778123,MK-8669,ES2,9.766196632
L778123,MK-8669,ES2,14.51544663
L778123,MK-8776,ES2,8.81883735
L778123,MK-8776,ES2,7.87927485
L778123,MK-8776,ES2,9.10989985
L778123,MK-8776,ES2,12.87608735
L778123,OXALIPLATIN,ES2,-6.19017572
L778123,OXALIPLATIN,ES2,-7.60523822
L778123,OXALIPLATIN,ES2,-5.47167572
L778123,OXALIPLATIN,ES2,-2.76648822
L778123,PD325901,ES2,14.24140951
L778123,PD325901,ES2,12.37934701
L778123,PD325901,ES2,17.22028451
L778123,PD325901,ES2,12.39003451
L778123,SN-38,ES2,3.079433655
L778123,SN-38,ES2,4.687871155
L778123,SN-38,ES2,7.639996155
L778123,SN-38,ES2,2.841121155
L778123,SORAFENIB,ES2,1.400918132
L778123,SORAFENIB,ES2,5.644043132
L778123,SORAFENIB,ES2,12.02973063
L778123,SORAFENIB,ES2,15.52841813
L778123,SUNITINIB,ES2,8.399944247
L778123,SUNITINIB,ES2,12.87038175
L778123,SUNITINIB,ES2,16.30675675
L778123,SUNITINIB,ES2,15.12844425
L778123,TEMOZOLOMIDE,ES2,-4.676479932
L778123,TEMOZOLOMIDE,ES2,3.471020068
L778123,TEMOZOLOMIDE,ES2,8.859207568
L778123,TEMOZOLOMIDE,ES2,1.734145068
L778123,TOPOTECAN,ES2,13.21532486
L778123,TOPOTECAN,ES2,14.79982486
L778123,TOPOTECAN,ES2,11.63419986
L778123,TOPOTECAN,ES2,15.82319986
L778123,VINORELBINE,ES2,3.852297655
L778123,VINORELBINE,ES2,7.493735155
L778123,VINORELBINE,ES2,4.449047655
L778123,VINORELBINE,ES2,0.849110155
L778123,ZOLINZA,ES2,10.61616242
L778123,ZOLINZA,ES2,6.666537419
L778123,ZOLINZA,ES2,8.551037419
L778123,ZOLINZA,ES2,10.04372492
LAPATINIB,ABT-888,ES2,-4.18497668
LAPATINIB,ABT-888,ES2,-9.66710168
LAPATINIB,ABT-888,ES2,-3.88947668
LAPATINIB,ABT-888,ES2,-8.39128918
LAPATINIB,BEZ-235,ES2,2.676081111
LAPATINIB,BEZ-235,ES2,-0.948481389
LAPATINIB,BEZ-235,ES2,2.532081111
LAPATINIB,BEZ-235,ES2,2.316768611
LAPATINIB,BORTEZOMIB,ES2,4.974015284
LAPATINIB,BORTEZOMIB,ES2,9.006077784
LAPATINIB,BORTEZOMIB,ES2,6.913327784
LAPATINIB,BORTEZOMIB,ES2,8.417702784
LAPATINIB,DASATINIB,ES2,-7.132861769
LAPATINIB,DASATINIB,ES2,-3.771736769
LAPATINIB,DASATINIB,ES2,-3.800799269
LAPATINIB,DASATINIB,ES2,0.818513231
LAPATINIB,DINACICLIB,ES2,2.476639912
LAPATINIB,DINACICLIB,ES2,-2.719922588
LAPATINIB,DINACICLIB,ES2,15.29563991
LAPATINIB,DINACICLIB,ES2,9.889639912
LAPATINIB,ERLOTINIB,ES2,-2.715138306
LAPATINIB,ERLOTINIB,ES2,-4.449138306
LAPATINIB,ERLOTINIB,ES2,-7.127013306
LAPATINIB,ERLOTINIB,ES2,-4.241825806
LAPATINIB,GELDANAMYCIN,ES2,7.647513257
LAPATINIB,GELDANAMYCIN,ES2,-0.319674243
LAPATINIB,GELDANAMYCIN,ES2,8.449763257
LAPATINIB,GELDANAMYCIN,ES2,3.697763257
LAPATINIB,MK-2206,ES2,11.2209748
LAPATINIB,MK-2206,ES2,0.820474801
LAPATINIB,MK-2206,ES2,0.202849801
LAPATINIB,MK-2206,ES2,4.623787301
LAPATINIB,MK-4827,ES2,5.046595832
LAPATINIB,MK-4827,ES2,-3.577404168
LAPATINIB,MK-4827,ES2,0.590595832
LAPATINIB,MK-4827,ES2,6.403470832
LAPATINIB,MK-5108,ES2,4.519428069
LAPATINIB,MK-5108,ES2,-2.578759431
LAPATINIB,MK-5108,ES2,11.44755307
LAPATINIB,MK-5108,ES2,10.95936557
LAPATINIB,MK-8669,ES2,10.59761574
LAPATINIB,MK-8669,ES2,-1.627571763
LAPATINIB,MK-8669,ES2,-1.061884263
LAPATINIB,MK-8669,ES2,5.362428237
LAPATINIB,MK-8776,ES2,-4.899156605
LAPATINIB,MK-8776,ES2,-5.091844105
LAPATINIB,MK-8776,ES2,-4.524281605
LAPATINIB,MK-8776,ES2,16.2490934
LAPATINIB,OXALIPLATIN,ES2,-9.008876103
LAPATINIB,OXALIPLATIN,ES2,-17.1386261
LAPATINIB,OXALIPLATIN,ES2,-4.567938603
LAPATINIB,OXALIPLATIN,ES2,-10.6573761
LAPATINIB,PD325901,ES2,6.872934908
LAPATINIB,PD325901,ES2,-1.014627592
LAPATINIB,PD325901,ES2,8.035309908
LAPATINIB,PD325901,ES2,-1.223877592
LAPATINIB,SN-38,ES2,4.867680147
LAPATINIB,SN-38,ES2,5.869680147
LAPATINIB,SN-38,ES2,8.666430147
LAPATINIB,SN-38,ES2,5.446305147
LAPATINIB,SORAFENIB,ES2,11.34508128
LAPATINIB,SORAFENIB,ES2,5.018956283
LAPATINIB,SORAFENIB,ES2,10.38358128
LAPATINIB,SORAFENIB,ES2,14.51108128
LAPATINIB,TOPOTECAN,ES2,2.474445845
LAPATINIB,TOPOTECAN,ES2,-0.825554155
LAPATINIB,TOPOTECAN,ES2,-1.012554155
LAPATINIB,TOPOTECAN,ES2,0.287133345
METFORMIN,ABT-888,ES2,-2.487796932
METFORMIN,ABT-888,ES2,-5.704234432
METFORMIN,ABT-888,ES2,-9.253296932
METFORMIN,ABT-888,ES2,-12.26954693
METFORMIN,AZD1775,ES2,10.8892566
METFORMIN,AZD1775,ES2,-1.4377434
METFORMIN,AZD1775,ES2,0.4173816
METFORMIN,AZD1775,ES2,2.4704441
METFORMIN,BEZ-235,ES2,-1.969665577
METFORMIN,BEZ-235,ES2,-0.778478077
METFORMIN,BEZ-235,ES2,7.832771923
METFORMIN,BEZ-235,ES2,9.652334423
METFORMIN,BORTEZOMIB,ES2,7.388961007
METFORMIN,BORTEZOMIB,ES2,9.322648507
METFORMIN,BORTEZOMIB,ES2,6.958711007
METFORMIN,BORTEZOMIB,ES2,1.665773507
METFORMIN,DASATINIB,ES2,-4.590388581
METFORMIN,DASATINIB,ES2,-3.584951081
METFORMIN,DASATINIB,ES2,-4.067638581
METFORMIN,DASATINIB,ES2,-0.639701081
METFORMIN,DINACICLIB,ES2,-4.962309862
METFORMIN,DINACICLIB,ES2,-1.814872362
METFORMIN,DINACICLIB,ES2,-2.277934862
METFORMIN,DINACICLIB,ES2,-0.916747362
METFORMIN,ERLOTINIB,ES2,0.126508556
METFORMIN,ERLOTINIB,ES2,1.113696056
METFORMIN,ERLOTINIB,ES2,1.086696056
METFORMIN,ERLOTINIB,ES2,-3.943928944
METFORMIN,GELDANAMYCIN,ES2,-3.015896368
METFORMIN,GELDANAMYCIN,ES2,-2.348521368
METFORMIN,GELDANAMYCIN,ES2,-2.191333868
METFORMIN,GELDANAMYCIN,ES2,-7.025333868
METFORMIN,L778123,ES2,6.012515362
METFORMIN,L778123,ES2,9.128577862
METFORMIN,L778123,ES2,-0.028297138
METFORMIN,L778123,ES2,-3.215109638
METFORMIN,LAPATINIB,ES2,-0.29476329
METFORMIN,LAPATINIB,ES2,-3.39788829
METFORMIN,LAPATINIB,ES2,-8.87857579
METFORMIN,LAPATINIB,ES2,-7.00482579
METFORMIN,MK-2206,ES2,9.409059801
METFORMIN,MK-2206,ES2,-2.536377699
METFORMIN,MK-2206,ES2,-5.686690199
METFORMIN,MK-2206,ES2,-2.839690199
METFORMIN,MK-4827,ES2,4.474811207
METFORMIN,MK-4827,ES2,-5.124876293
METFORMIN,MK-4827,ES2,-1.229876293
METFORMIN,MK-4827,ES2,-1.227376293
METFORMIN,MK-5108,ES2,-5.325669056
METFORMIN,MK-5108,ES2,0.908393444
METFORMIN,MK-5108,ES2,3.813768444
METFORMIN,MK-5108,ES2,11.07726844
METFORMIN,MK-8669,ES2,6.700004628
METFORMIN,MK-8669,ES2,-0.572745372
METFORMIN,MK-8669,ES2,5.334442128
METFORMIN,MK-8669,ES2,-0.767620372
METFORMIN,MK-8776,ES2,-5.005711886
METFORMIN,MK-8776,ES2,-3.041899386
METFORMIN,MK-8776,ES2,-3.216524386
METFORMIN,MK-8776,ES2,1.637788114
METFORMIN,PD325901,ES2,-3.760856342
METFORMIN,PD325901,ES2,-0.295543842
METFORMIN,PD325901,ES2,2.885206158
METFORMIN,PD325901,ES2,-2.740981342
METFORMIN,SORAFENIB,ES2,14.70066503
METFORMIN,SORAFENIB,ES2,-1.943272467
METFORMIN,SORAFENIB,ES2,5.833852533
METFORMIN,SORAFENIB,ES2,10.49891503
METFORMIN,SUNITINIB,ES2,12.92884074
METFORMIN,SUNITINIB,ES2,0.62927824
METFORMIN,SUNITINIB,ES2,-1.26153426
METFORMIN,SUNITINIB,ES2,4.59346574
METFORMIN,TEMOZOLOMIDE,ES2,-2.214757739
METFORMIN,TEMOZOLOMIDE,ES2,1.225367261
METFORMIN,TEMOZOLOMIDE,ES2,-6.259195239
METFORMIN,TEMOZOLOMIDE,ES2,0.984054761
METFORMIN,ZOLINZA,ES2,-3.516853622
METFORMIN,ZOLINZA,ES2,-0.299478622
METFORMIN,ZOLINZA,ES2,-0.796166122
METFORMIN,ZOLINZA,ES2,-3.000978622
METHOTREXATE,ABT-888,ES2,-0.692442288
METHOTREXATE,ABT-888,ES2,-8.382879788
METHOTREXATE,ABT-888,ES2,0.540495212
METHOTREXATE,ABT-888,ES2,4.346807712
METHOTREXATE,AZD1775,ES2,8.003050213
METHOTREXATE,AZD1775,ES2,5.418050213
METHOTREXATE,AZD1775,ES2,7.519550213
METHOTREXATE,AZD1775,ES2,5.130737713
METHOTREXATE,BEZ-235,ES2,-3.219102527
METHOTREXATE,BEZ-235,ES2,-0.026915027
METHOTREXATE,BEZ-235,ES2,-2.628915027
METHOTREXATE,BEZ-235,ES2,-1.348290027
METHOTREXATE,BORTEZOMIB,ES2,1.703277868
METHOTREXATE,BORTEZOMIB,ES2,2.200715368
METHOTREXATE,BORTEZOMIB,ES2,6.710527868
METHOTREXATE,BORTEZOMIB,ES2,4.352652868
METHOTREXATE,DASATINIB,ES2,-3.508692022
METHOTREXATE,DASATINIB,ES2,0.216932978
METHOTREXATE,DASATINIB,ES2,1.757307978
METHOTREXATE,DASATINIB,ES2,1.148870478
METHOTREXATE,DINACICLIB,ES2,1.443209392
METHOTREXATE,DINACICLIB,ES2,5.490334392
METHOTREXATE,DINACICLIB,ES2,4.319896892
METHOTREXATE,DINACICLIB,ES2,4.843459392
METHOTREXATE,ERLOTINIB,ES2,10.61283571
METHOTREXATE,ERLOTINIB,ES2,8.61014821
METHOTREXATE,ERLOTINIB,ES2,12.54739821
METHOTREXATE,ERLOTINIB,ES2,10.31277321
METHOTREXATE,GELDANAMYCIN,ES2,4.264960566
METHOTREXATE,GELDANAMYCIN,ES2,-4.086414434
METHOTREXATE,GELDANAMYCIN,ES2,-0.381351934
METHOTREXATE,GELDANAMYCIN,ES2,4.322648066
METHOTREXATE,L778123,ES2,-6.18289179
METHOTREXATE,L778123,ES2,-0.73370429
METHOTREXATE,L778123,ES2,-4.23451679
METHOTREXATE,L778123,ES2,-0.79039179
METHOTREXATE,LAPATINIB,ES2,3.840784129
METHOTREXATE,LAPATINIB,ES2,2.217909129
METHOTREXATE,LAPATINIB,ES2,11.70497163
METHOTREXATE,LAPATINIB,ES2,6.120034129
METHOTREXATE,MK-2206,ES2,4.084678691
METHOTREXATE,MK-2206,ES2,4.458928691
METHOTREXATE,MK-2206,ES2,6.192866191
METHOTREXATE,MK-2206,ES2,0.885741191
METHOTREXATE,MK-4827,ES2,-0.76554509
METHOTREXATE,MK-4827,ES2,-2.10148259
METHOTREXATE,MK-4827,ES2,1.18951741
METHOTREXATE,MK-4827,ES2,0.80539241
METHOTREXATE,MK-5108,ES2,-3.279316059
METHOTREXATE,MK-5108,ES2,-3.920316059
METHOTREXATE,MK-5108,ES2,-3.626941059
METHOTREXATE,MK-5108,ES2,-2.655691059
METHOTREXATE,MK-8669,ES2,-8.169322559
METHOTREXATE,MK-8669,ES2,-6.030510059
METHOTREXATE,MK-8669,ES2,-5.283760059
METHOTREXATE,MK-8669,ES2,-8.427697559
METHOTREXATE,MK-8776,ES2,3.580922601
METHOTREXATE,MK-8776,ES2,6.427735101
METHOTREXATE,MK-8776,ES2,3.690360101
METHOTREXATE,MK-8776,ES2,2.327360101
METHOTREXATE,PD325901,ES2,0.238213223
METHOTREXATE,PD325901,ES2,-5.131974277
METHOTREXATE,PD325901,ES2,-3.879974277
METHOTREXATE,PD325901,ES2,3.965650723
METHOTREXATE,SORAFENIB,ES2,4.528768098
METHOTREXATE,SORAFENIB,ES2,9.713205598
METHOTREXATE,SORAFENIB,ES2,7.844143098
METHOTREXATE,SORAFENIB,ES2,9.231080598
METHOTREXATE,SUNITINIB,ES2,2.478274448
METHOTREXATE,SUNITINIB,ES2,7.660461948
METHOTREXATE,SUNITINIB,ES2,0.127711948
METHOTREXATE,SUNITINIB,ES2,-1.066913052
METHOTREXATE,TEMOZOLOMIDE,ES2,-0.848358439
METHOTREXATE,TEMOZOLOMIDE,ES2,-5.936045939
METHOTREXATE,TEMOZOLOMIDE,ES2,1.129829061
METHOTREXATE,TEMOZOLOMIDE,ES2,-3.137983439
METHOTREXATE,ZOLINZA,ES2,0.21201221
METHOTREXATE,ZOLINZA,ES2,-0.62086279
METHOTREXATE,ZOLINZA,ES2,0.44307471
METHOTREXATE,ZOLINZA,ES2,-0.45230029
MITOMYCINE,ABT-888,ES2,9.18422606
MITOMYCINE,ABT-888,ES2,4.56872606
MITOMYCINE,ABT-888,ES2,8.17278856
MITOMYCINE,ABT-888,ES2,5.49647606
MITOMYCINE,AZD1775,ES2,12.59848936
MITOMYCINE,AZD1775,ES2,12.42880186
MITOMYCINE,AZD1775,ES2,12.44061436
MITOMYCINE,AZD1775,ES2,16.20530186
MITOMYCINE,BEZ-235,ES2,13.51745755
MITOMYCINE,BEZ-235,ES2,13.16352005
MITOMYCINE,BEZ-235,ES2,15.81039505
MITOMYCINE,BEZ-235,ES2,19.89677005
MITOMYCINE,BORTEZOMIB,ES2,6.993092279
MITOMYCINE,BORTEZOMIB,ES2,7.326654779
MITOMYCINE,BORTEZOMIB,ES2,11.02940478
MITOMYCINE,BORTEZOMIB,ES2,9.809092279
MITOMYCINE,DASATINIB,ES2,7.594849959
MITOMYCINE,DASATINIB,ES2,10.94728746
MITOMYCINE,DASATINIB,ES2,10.50134996
MITOMYCINE,DASATINIB,ES2,9.444287459
MITOMYCINE,DINACICLIB,ES2,10.81359335
MITOMYCINE,DINACICLIB,ES2,12.39609335
MITOMYCINE,DINACICLIB,ES2,8.987780848
MITOMYCINE,DINACICLIB,ES2,8.799218348
MITOMYCINE,ERLOTINIB,ES2,-6.925874086
MITOMYCINE,ERLOTINIB,ES2,-5.063624086
MITOMYCINE,ERLOTINIB,ES2,1.115063414
MITOMYCINE,ERLOTINIB,ES2,-4.495249086
MITOMYCINE,GELDANAMYCIN,ES2,10.21685565
MITOMYCINE,GELDANAMYCIN,ES2,9.134293145
MITOMYCINE,GELDANAMYCIN,ES2,12.81360565
MITOMYCINE,GELDANAMYCIN,ES2,12.81991815
MITOMYCINE,L778123,ES2,-7.710192254
MITOMYCINE,L778123,ES2,-5.922817254
MITOMYCINE,L778123,ES2,3.537995246
MITOMYCINE,L778123,ES2,-0.395754754
MITOMYCINE,LAPATINIB,ES2,3.885132426
MITOMYCINE,LAPATINIB,ES2,7.688694926
MITOMYCINE,LAPATINIB,ES2,7.572382426
MITOMYCINE,LAPATINIB,ES2,8.181944926
MITOMYCINE,MK-2206,ES2,8.759127201
MITOMYCINE,MK-2206,ES2,9.605189701
MITOMYCINE,MK-2206,ES2,7.260002201
MITOMYCINE,MK-2206,ES2,15.3650647
MITOMYCINE,MK-4827,ES2,7.563752346
MITOMYCINE,MK-4827,ES2,10.51343985
MITOMYCINE,MK-4827,ES2,12.59137735
MITOMYCINE,MK-4827,ES2,9.678752346
MITOMYCINE,MK-5108,ES2,8.107814164
MITOMYCINE,MK-5108,ES2,5.419376664
MITOMYCINE,MK-5108,ES2,12.92500166
MITOMYCINE,MK-5108,ES2,6.871001664
MITOMYCINE,MK-8669,ES2,12.39558576
MITOMYCINE,MK-8669,ES2,12.25233576
MITOMYCINE,MK-8669,ES2,9.644398264
MITOMYCINE,MK-8669,ES2,20.75114826
MITOMYCINE,MK-8776,ES2,14.03758635
MITOMYCINE,MK-8776,ES2,12.74814885
MITOMYCINE,MK-8776,ES2,13.84227385
MITOMYCINE,MK-8776,ES2,10.86433635
MITOMYCINE,PD325901,ES2,13.03248697
MITOMYCINE,PD325901,ES2,11.56011197
MITOMYCINE,PD325901,ES2,13.59473697
MITOMYCINE,PD325901,ES2,14.66579947
MITOMYCINE,SORAFENIB,ES2,-6.567091243
MITOMYCINE,SORAFENIB,ES2,-6.362466243
MITOMYCINE,SORAFENIB,ES2,-8.229466243
MITOMYCINE,SORAFENIB,ES2,-2.761903743
MITOMYCINE,SUNITINIB,ES2,14.43439868
MITOMYCINE,SUNITINIB,ES2,13.15221118
MITOMYCINE,SUNITINIB,ES2,12.31033618
MITOMYCINE,SUNITINIB,ES2,13.47571118
MITOMYCINE,TEMOZOLOMIDE,ES2,10.35128896
MITOMYCINE,TEMOZOLOMIDE,ES2,13.54053896
MITOMYCINE,TEMOZOLOMIDE,ES2,7.807851465
MITOMYCINE,TEMOZOLOMIDE,ES2,7.266913965
MITOMYCINE,ZOLINZA,ES2,15.59645228
MITOMYCINE,ZOLINZA,ES2,16.16132728
MITOMYCINE,ZOLINZA,ES2,15.55695228
MITOMYCINE,ZOLINZA,ES2,19.74701478
MK-2206,ABT-888,ES2,-2.385742393
MK-2206,ABT-888,ES2,-6.080492393
MK-2206,ABT-888,ES2,-5.259117393
MK-2206,ABT-888,ES2,-9.155367393
MK-2206,BEZ-235,ES2,2.605684426
MK-2206,BEZ-235,ES2,4.369059426
MK-2206,BEZ-235,ES2,2.703309426
MK-2206,BEZ-235,ES2,8.481496926
MK-2206,BORTEZOMIB,ES2,-0.794757054
MK-2206,BORTEZOMIB,ES2,2.427117946
MK-2206,BORTEZOMIB,ES2,-0.037507054
MK-2206,BORTEZOMIB,ES2,3.381742946
MK-2206,DASATINIB,ES2,-2.338241551
MK-2206,DASATINIB,ES2,2.464758449
MK-2206,DASATINIB,ES2,1.366320949
MK-2206,DASATINIB,ES2,3.010570949
MK-2206,DINACICLIB,ES2,-3.417132054
MK-2206,DINACICLIB,ES2,2.991867946
MK-2206,DINACICLIB,ES2,1.157555446
MK-2206,DINACICLIB,ES2,3.954067446
MK-2206,ERLOTINIB,ES2,-4.372702712
MK-2206,ERLOTINIB,ES2,8.898172288
MK-2206,ERLOTINIB,ES2,-6.667890212
MK-2206,ERLOTINIB,ES2,15.41379729
MK-2206,GELDANAMYCIN,ES2,1.614172288
MK-2206,GELDANAMYCIN,ES2,5.618609788
MK-2206,GELDANAMYCIN,ES2,1.408672288
MK-2206,GELDANAMYCIN,ES2,0.617859788
MK-2206,MK-8669,ES2,8.719225676
MK-2206,MK-8669,ES2,3.056038176
MK-2206,MK-8669,ES2,2.049600676
MK-2206,MK-8669,ES2,12.43872568
MK-2206,MK-8776,ES2,-0.541740574
MK-2206,MK-8776,ES2,4.427134426
MK-2206,MK-8776,ES2,1.188071926
MK-2206,MK-8776,ES2,2.441134426
MK-2206,OXALIPLATIN,ES2,-10.23115955
MK-2206,OXALIPLATIN,ES2,-10.76428455
MK-2206,OXALIPLATIN,ES2,-17.44953455
MK-2206,OXALIPLATIN,ES2,0.593652946
MK-2206,PD325901,ES2,3.626714173
MK-2206,PD325901,ES2,6.542776673
MK-2206,PD325901,ES2,7.399214173
MK-2206,PD325901,ES2,2.824026673
MK-2206,SN-38,ES2,2.161781696
MK-2206,SN-38,ES2,5.078094196
MK-2206,SN-38,ES2,11.0902817
MK-2206,SN-38,ES2,20.3421567
MK-2206,SORAFENIB,ES2,8.019708719
MK-2206,SORAFENIB,ES2,6.568208719
MK-2206,SORAFENIB,ES2,7.413083719
MK-2206,SORAFENIB,ES2,18.15614622
MK-2206,TOPOTECAN,ES2,4.078651469
MK-2206,TOPOTECAN,ES2,7.798901469
MK-2206,TOPOTECAN,ES2,4.064901469
MK-2206,TOPOTECAN,ES2,6.637338969
MK-4541,5-FU,ES2,1.151116612
MK-4541,5-FU,ES2,3.498991612
MK-4541,5-FU,ES2,4.054991612
MK-4541,5-FU,ES2,9.728929112
MK-4541,ABT-888,ES2,-3.202843506
MK-4541,ABT-888,ES2,-3.721593506
MK-4541,ABT-888,ES2,7.635343994
MK-4541,ABT-888,ES2,5.249281494
MK-4541,AZD1775,ES2,1.694586887
MK-4541,AZD1775,ES2,2.827024387
MK-4541,AZD1775,ES2,5.826883762
MK-4541,AZD1775,ES2,-0.004991238
MK-4541,BEZ-235,ES2,3.766339595
MK-4541,BEZ-235,ES2,7.498777095
MK-4541,BEZ-235,ES2,-2.548222905
MK-4541,BEZ-235,ES2,-0.520222905
MK-4541,BORTEZOMIB,ES2,13.39949049
MK-4541,BORTEZOMIB,ES2,4.354677987
MK-4541,BORTEZOMIB,ES2,10.95986549
MK-4541,BORTEZOMIB,ES2,1.988052987
MK-4541,CARBOPLATIN,ES2,0.006928774
MK-4541,CARBOPLATIN,ES2,-0.588383726
MK-4541,CARBOPLATIN,ES2,-0.334321226
MK-4541,CARBOPLATIN,ES2,-0.466696226
MK-4541,CYCLOPHOSPHAMIDE,ES2,0.778478307
MK-4541,CYCLOPHOSPHAMIDE,ES2,-0.448459193
MK-4541,CYCLOPHOSPHAMIDE,ES2,-2.487646693
MK-4541,CYCLOPHOSPHAMIDE,ES2,14.69547831
MK-4541,DASATINIB,ES2,-5.223153231
MK-4541,DASATINIB,ES2,-3.197340731
MK-4541,DASATINIB,ES2,-4.132778231
MK-4541,DASATINIB,ES2,-0.225840731
MK-4541,DEXAMETHASONE,ES2,-10.56125357
MK-4541,DEXAMETHASONE,ES2,-8.126941068
MK-4541,DEXAMETHASONE,ES2,-10.54719107
MK-4541,DEXAMETHASONE,ES2,-6.508003568
MK-4541,DINACICLIB,ES2,-1.166031478
MK-4541,DINACICLIB,ES2,7.312656022
MK-4541,DINACICLIB,ES2,5.917343522
MK-4541,DINACICLIB,ES2,0.187343522
MK-4541,DOXORUBICIN,ES2,0.548716469
MK-4541,DOXORUBICIN,ES2,2.799778969
MK-4541,DOXORUBICIN,ES2,-1.000596031
MK-4541,DOXORUBICIN,ES2,1.861403969
MK-4541,ERLOTINIB,ES2,-5.383703013
MK-4541,ERLOTINIB,ES2,6.628046987
MK-4541,ERLOTINIB,ES2,14.11692199
MK-4541,ERLOTINIB,ES2,14.82375011
MK-4541,ETOPOSIDE,ES2,4.401474175
MK-4541,ETOPOSIDE,ES2,-3.514150825
MK-4541,ETOPOSIDE,ES2,5.665099175
MK-4541,ETOPOSIDE,ES2,6.951036675
MK-4541,GELDANAMYCIN,ES2,1.69214196
MK-4541,GELDANAMYCIN,ES2,4.16557946
MK-4541,GELDANAMYCIN,ES2,1.28432946
MK-4541,GELDANAMYCIN,ES2,16.61376696
MK-4541,GEMCITABINE,ES2,-6.323363531
MK-4541,GEMCITABINE,ES2,-6.318176031
MK-4541,GEMCITABINE,ES2,-1.527176031
MK-4541,GEMCITABINE,ES2,-3.847613531
MK-4541,L778123,ES2,1.728299487
MK-4541,L778123,ES2,9.123424487
MK-4541,L778123,ES2,-5.482325513
MK-4541,L778123,ES2,0.403174487
MK-4541,LAPATINIB,ES2,-3.244804081
MK-4541,LAPATINIB,ES2,-5.414616581
MK-4541,LAPATINIB,ES2,7.121320919
MK-4541,LAPATINIB,ES2,14.47050842
MK-4541,METFORMIN,ES2,-1.921393633
MK-4541,METFORMIN,ES2,-5.664018633
MK-4541,METFORMIN,ES2,-2.137706133
MK-4541,METFORMIN,ES2,-6.750143633
MK-4541,METHOTREXATE,ES2,3.742678822
MK-4541,METHOTREXATE,ES2,-1.626008678
MK-4541,METHOTREXATE,ES2,0.846553822
MK-4541,METHOTREXATE,ES2,-4.050883678
MK-4541,MITOMYCINE,ES2,6.612124334
MK-4541,MITOMYCINE,ES2,13.41706183
MK-4541,MITOMYCINE,ES2,7.848499334
MK-4541,MITOMYCINE,ES2,15.01118683
MK-4541,MK-2206,ES2,-1.025173728
MK-4541,MK-2206,ES2,-9.477673728
MK-4541,MK-2206,ES2,-2.654486228
MK-4541,MK-2206,ES2,-1.666673728
MK-4541,MK-4827,ES2,1.402850787
MK-4541,MK-4827,ES2,-1.945461713
MK-4541,MK-4827,ES2,-4.897024213
MK-4541,MK-4827,ES2,-6.381211713
MK-4541,MK-5108,ES2,7.969025772
MK-4541,MK-5108,ES2,-3.163661728
MK-4541,MK-5108,ES2,1.820775772
MK-4541,MK-5108,ES2,9.426900772
MK-4541,MK-8669,ES2,0.186502345
MK-4541,MK-8669,ES2,-0.539560155
MK-4541,MK-8669,ES2,-7.188247655
MK-4541,MK-8669,ES2,2.089939845
MK-4541,MK-8776,ES2,2.610334758
MK-4541,MK-8776,ES2,-1.129102742
MK-4541,MK-8776,ES2,2.982709758
MK-4541,MK-8776,ES2,-1.956040242
MK-4541,MRK-003,ES2,1.920310147
MK-4541,MRK-003,ES2,-2.807752353
MK-4541,MRK-003,ES2,-3.600689853
MK-4541,MRK-003,ES2,8.208872647
MK-4541,OXALIPLATIN,ES2,-2.537770344
MK-4541,OXALIPLATIN,ES2,-6.708520344
MK-4541,OXALIPLATIN,ES2,-18.45652034
MK-4541,OXALIPLATIN,ES2,-5.369332844
MK-4541,PACLITAXEL,ES2,3.939313712
MK-4541,PACLITAXEL,ES2,7.419251212
MK-4541,PACLITAXEL,ES2,18.32850121
MK-4541,PACLITAXEL,ES2,21.23631371
MK-4541,PD325901,ES2,2.40903572
MK-4541,PD325901,ES2,0.07659822
MK-4541,PD325901,ES2,-0.64202678
MK-4541,PD325901,ES2,4.09153572
MK-4541,SN-38,ES2,3.790484862
MK-4541,SN-38,ES2,-0.782890138
MK-4541,SN-38,ES2,-4.875015138
MK-4541,SN-38,ES2,-3.973452638
MK-4541,SORAFENIB,ES2,4.967833719
MK-4541,SORAFENIB,ES2,1.263708719
MK-4541,SORAFENIB,ES2,5.253271219
MK-4541,SORAFENIB,ES2,6.745896219
MK-4541,SUNITINIB,ES2,9.711730406
MK-4541,SUNITINIB,ES2,9.346292906
MK-4541,SUNITINIB,ES2,9.161230406
