drug_row,drug_col,cell_line_name,S
ZOLINZA,MK-5108,CAOV3,10.831
ZOLINZA,MK-5108,CAOV3,18.2945
ZOLINZA,MK-8669,CAOV3,13.0295
ZOLINZA,MK-8669,CAOV3,7.027
ZOLINZA,MK-8669,CAOV3,7.237
ZOLINZA,MK-8669,CAOV3,12.211
ZOLINZA,OXALIPLATIN,CAOV3,2.6125
ZOLINZA,OXALIPLATIN,CAOV3,5.317
ZOLINZA,OXALIPLATIN,CAOV3,3.4235
ZOLINZA,OXALIPLATIN,CAOV3,7.4325
ZOLINZA,PD325901,CAOV3,-8.7565
ZOLINZA,PD325901,CAOV3,-2.5495
ZOLINZA,PD325901,CAOV3,2.064
ZOLINZA,PD325901,CAOV3,-3.803
ZOLINZA,SN-38,CAOV3,20.699
ZOLINZA,SN-38,CAOV3,15.9615
ZOLINZA,SN-38,CAOV3,16.817
ZOLINZA,SN-38,CAOV3,11.1035
ZOLINZA,SORAFENIB,CAOV3,20.301
ZOLINZA,SORAFENIB,CAOV3,33.338
ZOLINZA,SORAFENIB,CAOV3,34.78
ZOLINZA,SORAFENIB,CAOV3,36.3815
ZOLINZA,SUNITINIB,CAOV3,-0.852
ZOLINZA,SUNITINIB,CAOV3,2.7495
ZOLINZA,SUNITINIB,CAOV3,2.8105
ZOLINZA,SUNITINIB,CAOV3,-2.439
ZOLINZA,TOPOTECAN,CAOV3,-25.732
ZOLINZA,TOPOTECAN,CAOV3,-25.371
ZOLINZA,TOPOTECAN,CAOV3,-22.585
ZOLINZA,TOPOTECAN,CAOV3,-22.4505
5-FU,ABT-888,COLO320DM,-9.5345
5-FU,ABT-888,COLO320DM,-7.3465
5-FU,ABT-888,COLO320DM,-2.268
5-FU,ABT-888,COLO320DM,-4.199
5-FU,AZD1775,COLO320DM,0.5005
5-FU,AZD1775,COLO320DM,-2.0845
5-FU,AZD1775,COLO320DM,1.07
5-FU,AZD1775,COLO320DM,0.867
5-FU,BEZ-235,COLO320DM,-23.2375
5-FU,BEZ-235,COLO320DM,-21.934
5-FU,BEZ-235,COLO320DM,-14.6915
5-FU,BEZ-235,COLO320DM,-14.876
5-FU,BORTEZOMIB,COLO320DM,12.6925
5-FU,BORTEZOMIB,COLO320DM,13.371
5-FU,BORTEZOMIB,COLO320DM,16.448
5-FU,BORTEZOMIB,COLO320DM,13.4275
5-FU,DASATINIB,COLO320DM,-4.3725
5-FU,DASATINIB,COLO320DM,1.714
5-FU,DASATINIB,COLO320DM,-1.4525
5-FU,DASATINIB,COLO320DM,0.2855
5-FU,DINACICLIB,COLO320DM,-7.826
5-FU,DINACICLIB,COLO320DM,0.218
5-FU,DINACICLIB,COLO320DM,-4.9025
5-FU,DINACICLIB,COLO320DM,3.786
5-FU,ERLOTINIB,COLO320DM,-2.243
5-FU,ERLOTINIB,COLO320DM,2.7105
5-FU,ERLOTINIB,COLO320DM,-5.6325
5-FU,ERLOTINIB,COLO320DM,0.1385
5-FU,GELDANAMYCIN,COLO320DM,-7.3275
5-FU,GELDANAMYCIN,COLO320DM,-7.8805
5-FU,GELDANAMYCIN,COLO320DM,2.673
5-FU,GELDANAMYCIN,COLO320DM,-3.908
5-FU,L778123,COLO320DM,-19.466
5-FU,L778123,COLO320DM,-20.5555
5-FU,L778123,COLO320DM,-19.886
5-FU,L778123,COLO320DM,-18.201
5-FU,LAPATINIB,COLO320DM,5.108
5-FU,LAPATINIB,COLO320DM,6.3675
5-FU,LAPATINIB,COLO320DM,7.9565
5-FU,LAPATINIB,COLO320DM,8.068
5-FU,MK-2206,COLO320DM,-11.6065
5-FU,MK-2206,COLO320DM,-8.671
5-FU,MK-2206,COLO320DM,-8.819
5-FU,MK-2206,COLO320DM,-2.9525
5-FU,MK-4827,COLO320DM,-8.4395
5-FU,MK-4827,COLO320DM,1.0285
5-FU,MK-4827,COLO320DM,0.096
5-FU,MK-4827,COLO320DM,-0.1805
5-FU,MK-5108,COLO320DM,-18.5635
5-FU,MK-5108,COLO320DM,-12.246
5-FU,MK-5108,COLO320DM,-5.4555
5-FU,MK-5108,COLO320DM,-3.7715
5-FU,MK-8669,COLO320DM,-13.5465
5-FU,MK-8669,COLO320DM,1.929
5-FU,MK-8669,COLO320DM,-6.229
5-FU,MK-8669,COLO320DM,-0.612
5-FU,MK-8776,COLO320DM,-13.329
5-FU,MK-8776,COLO320DM,-3.921
5-FU,MK-8776,COLO320DM,-1.1295
5-FU,MK-8776,COLO320DM,-2.517
5-FU,PD325901,COLO320DM,-16.8895
5-FU,PD325901,COLO320DM,-7.102
5-FU,PD325901,COLO320DM,-2.215
5-FU,PD325901,COLO320DM,-13.4675
5-FU,SORAFENIB,COLO320DM,-35.9675
5-FU,SORAFENIB,COLO320DM,-37.7725
5-FU,SORAFENIB,COLO320DM,-33.845
5-FU,SORAFENIB,COLO320DM,-38.636
5-FU,SUNITINIB,COLO320DM,-13.504
5-FU,SUNITINIB,COLO320DM,-10.1175
5-FU,SUNITINIB,COLO320DM,-9.7525
5-FU,SUNITINIB,COLO320DM,-7.465
5-FU,TEMOZOLOMIDE,COLO320DM,-33.738
5-FU,TEMOZOLOMIDE,COLO320DM,-28.5925
5-FU,TEMOZOLOMIDE,COLO320DM,-25.991
5-FU,TEMOZOLOMIDE,COLO320DM,-28.88
5-FU,ZOLINZA,COLO320DM,-16.7155
5-FU,ZOLINZA,COLO320DM,-14.741
5-FU,ZOLINZA,COLO320DM,-14.7855
5-FU,ZOLINZA,COLO320DM,-11.967
ABT-888,BEZ-235,COLO320DM,13.295
ABT-888,BEZ-235,COLO320DM,18.5745
ABT-888,BEZ-235,COLO320DM,15.293
ABT-888,BEZ-235,COLO320DM,15.927
ABT-888,DINACICLIB,COLO320DM,21.2345
ABT-888,DINACICLIB,COLO320DM,26.773
ABT-888,DINACICLIB,COLO320DM,21.815
ABT-888,DINACICLIB,COLO320DM,34.621
ABT-888,GELDANAMYCIN,COLO320DM,-15.2805
ABT-888,GELDANAMYCIN,COLO320DM,1.6
ABT-888,GELDANAMYCIN,COLO320DM,0.059
ABT-888,GELDANAMYCIN,COLO320DM,2.1055
ABT-888,MK-8669,COLO320DM,-4.676
ABT-888,MK-8669,COLO320DM,-8.8875
ABT-888,MK-8669,COLO320DM,-1.9475
ABT-888,MK-8669,COLO320DM,-4.793
ABT-888,MK-8776,COLO320DM,9.3415
ABT-888,MK-8776,COLO320DM,13.317
ABT-888,MK-8776,COLO320DM,18.7215
ABT-888,MK-8776,COLO320DM,21.11
ABT-888,OXALIPLATIN,COLO320DM,4.1345
ABT-888,OXALIPLATIN,COLO320DM,1.632
ABT-888,OXALIPLATIN,COLO320DM,1.08
ABT-888,OXALIPLATIN,COLO320DM,1.1455
ABT-888,SN-38,COLO320DM,16.334
ABT-888,SN-38,COLO320DM,18.134
ABT-888,SN-38,COLO320DM,18.308
ABT-888,SN-38,COLO320DM,21.521
ABT-888,SORAFENIB,COLO320DM,-7.7175
ABT-888,SORAFENIB,COLO320DM,-2.1665
ABT-888,SORAFENIB,COLO320DM,-6.6145
ABT-888,SORAFENIB,COLO320DM,-1.1085
ABT-888,TOPOTECAN,COLO320DM,-10.8275
ABT-888,TOPOTECAN,COLO320DM,-14.778
ABT-888,TOPOTECAN,COLO320DM,-6.3205
ABT-888,TOPOTECAN,COLO320DM,-5.0485
AZD1775,ABT-888,COLO320DM,13.711
AZD1775,ABT-888,COLO320DM,10.1335
AZD1775,ABT-888,COLO320DM,16.6485
AZD1775,ABT-888,COLO320DM,18.9255
AZD1775,BEZ-235,COLO320DM,15.966
AZD1775,BEZ-235,COLO320DM,17.3095
AZD1775,BEZ-235,COLO320DM,16.6335
AZD1775,BEZ-235,COLO320DM,11.6645
AZD1775,BORTEZOMIB,COLO320DM,39.387
AZD1775,BORTEZOMIB,COLO320DM,41.348
AZD1775,BORTEZOMIB,COLO320DM,41.4135
AZD1775,BORTEZOMIB,COLO320DM,43.3505
AZD1775,DASATINIB,COLO320DM,14.8465
AZD1775,DASATINIB,COLO320DM,24.146
AZD1775,DASATINIB,COLO320DM,21.741
AZD1775,DASATINIB,COLO320DM,22.09
AZD1775,DINACICLIB,COLO320DM,31.0455
AZD1775,DINACICLIB,COLO320DM,20.1845
AZD1775,DINACICLIB,COLO320DM,23.047
AZD1775,DINACICLIB,COLO320DM,23.9465
AZD1775,ERLOTINIB,COLO320DM,15.7955
AZD1775,ERLOTINIB,COLO320DM,20.8965
AZD1775,ERLOTINIB,COLO320DM,28.8475
AZD1775,ERLOTINIB,COLO320DM,21.8335
AZD1775,GELDANAMYCIN,COLO320DM,20.7245
AZD1775,GELDANAMYCIN,COLO320DM,21.665
AZD1775,GELDANAMYCIN,COLO320DM,22.1045
AZD1775,GELDANAMYCIN,COLO320DM,32.8775
AZD1775,LAPATINIB,COLO320DM,44.6795
AZD1775,LAPATINIB,COLO320DM,42.611
AZD1775,LAPATINIB,COLO320DM,43.374
AZD1775,LAPATINIB,COLO320DM,44.8875
AZD1775,MK-2206,COLO320DM,22.8725
AZD1775,MK-2206,COLO320DM,20.543
AZD1775,MK-2206,COLO320DM,28.5025
AZD1775,MK-2206,COLO320DM,17.9255
AZD1775,MK-4827,COLO320DM,25.9055
AZD1775,MK-4827,COLO320DM,23.3675
AZD1775,MK-4827,COLO320DM,29.079
AZD1775,MK-4827,COLO320DM,34.572
AZD1775,MK-5108,COLO320DM,15.419
AZD1775,MK-5108,COLO320DM,16.3405
AZD1775,MK-5108,COLO320DM,20.922
AZD1775,MK-5108,COLO320DM,13.5025
AZD1775,MK-8669,COLO320DM,19.261
AZD1775,MK-8669,COLO320DM,16.5725
AZD1775,MK-8669,COLO320DM,19.5955
AZD1775,MK-8669,COLO320DM,26.463
AZD1775,MK-8776,COLO320DM,42.539
AZD1775,MK-8776,COLO320DM,41.043
AZD1775,MK-8776,COLO320DM,44.4415
AZD1775,MK-8776,COLO320DM,44.3115
AZD1775,OXALIPLATIN,COLO320DM,10.666
AZD1775,OXALIPLATIN,COLO320DM,11.9235
AZD1775,OXALIPLATIN,COLO320DM,16.46
AZD1775,OXALIPLATIN,COLO320DM,20.683
AZD1775,PD325901,COLO320DM,11.3735
AZD1775,PD325901,COLO320DM,14.2955
AZD1775,PD325901,COLO320DM,21.073
AZD1775,PD325901,COLO320DM,25.5435
AZD1775,SN-38,COLO320DM,25.7955
AZD1775,SN-38,COLO320DM,35.5185
AZD1775,SN-38,COLO320DM,28.2985
AZD1775,SN-38,COLO320DM,29.058
AZD1775,SORAFENIB,COLO320DM,-11.2725
AZD1775,SORAFENIB,COLO320DM,-10.5775
AZD1775,SORAFENIB,COLO320DM,-12.2105
AZD1775,SORAFENIB,COLO320DM,-4.531
AZD1775,TOPOTECAN,COLO320DM,1.531
AZD1775,TOPOTECAN,COLO320DM,4.0205
AZD1775,TOPOTECAN,COLO320DM,-1.103
AZD1775,TOPOTECAN,COLO320DM,2.3115
BEZ-235,DINACICLIB,COLO320DM,14.194
BEZ-235,DINACICLIB,COLO320DM,19.101
BEZ-235,DINACICLIB,COLO320DM,22.9365
BEZ-235,DINACICLIB,COLO320DM,20.7655
BEZ-235,MK-8776,COLO320DM,16.4765
BEZ-235,MK-8776,COLO320DM,15.86
BEZ-235,MK-8776,COLO320DM,11.7385
BEZ-235,MK-8776,COLO320DM,23.7795
BEZ-235,OXALIPLATIN,COLO320DM,13.071
BEZ-235,OXALIPLATIN,COLO320DM,13.002
BEZ-235,OXALIPLATIN,COLO320DM,8.4065
BEZ-235,OXALIPLATIN,COLO320DM,11.6015
BEZ-235,SN-38,COLO320DM,18.8795
BEZ-235,SN-38,COLO320DM,20.814
BEZ-235,SN-38,COLO320DM,16.8565
BEZ-235,SN-38,COLO320DM,22.8025
BEZ-235,SORAFENIB,COLO320DM,-15.52
BEZ-235,SORAFENIB,COLO320DM,-14.065
BEZ-235,SORAFENIB,COLO320DM,-14.2595
BEZ-235,SORAFENIB,COLO320DM,-13.292
BORTEZOMIB,ABT-888,COLO320DM,29.7905
BORTEZOMIB,ABT-888,COLO320DM,38.3255
BORTEZOMIB,ABT-888,COLO320DM,29.7585
BORTEZOMIB,ABT-888,COLO320DM,31.4715
BORTEZOMIB,BEZ-235,COLO320DM,27.1535
BORTEZOMIB,BEZ-235,COLO320DM,31.3295
BORTEZOMIB,BEZ-235,COLO320DM,31.246
BORTEZOMIB,BEZ-235,COLO320DM,31.413
BORTEZOMIB,DASATINIB,COLO320DM,36.7785
BORTEZOMIB,DASATINIB,COLO320DM,45.223
BORTEZOMIB,DASATINIB,COLO320DM,42.083
BORTEZOMIB,DASATINIB,COLO320DM,40.091
BORTEZOMIB,DINACICLIB,COLO320DM,45.914
BORTEZOMIB,DINACICLIB,COLO320DM,46.6975
BORTEZOMIB,DINACICLIB,COLO320DM,44.938
BORTEZOMIB,DINACICLIB,COLO320DM,37.3595
BORTEZOMIB,GELDANAMYCIN,COLO320DM,40.7575
BORTEZOMIB,GELDANAMYCIN,COLO320DM,43.7535
BORTEZOMIB,GELDANAMYCIN,COLO320DM,48.1325
BORTEZOMIB,GELDANAMYCIN,COLO320DM,45.18
BORTEZOMIB,MK-8669,COLO320DM,41.136
BORTEZOMIB,MK-8669,COLO320DM,37.2695
BORTEZOMIB,MK-8669,COLO320DM,41.483
BORTEZOMIB,MK-8669,COLO320DM,42.7145
BORTEZOMIB,MK-8776,COLO320DM,41.29
BORTEZOMIB,MK-8776,COLO320DM,36.734
BORTEZOMIB,MK-8776,COLO320DM,40.0535
BORTEZOMIB,MK-8776,COLO320DM,39.493
BORTEZOMIB,OXALIPLATIN,COLO320DM,41.849
BORTEZOMIB,OXALIPLATIN,COLO320DM,35.7905
BORTEZOMIB,OXALIPLATIN,COLO320DM,33.524
BORTEZOMIB,OXALIPLATIN,COLO320DM,37.9495
BORTEZOMIB,SN-38,COLO320DM,48.389
BORTEZOMIB,SN-38,COLO320DM,48.2085
BORTEZOMIB,SN-38,COLO320DM,50.768
BORTEZOMIB,SN-38,COLO320DM,47.971
BORTEZOMIB,SORAFENIB,COLO320DM,-3.577
BORTEZOMIB,SORAFENIB,COLO320DM,4.512
BORTEZOMIB,SORAFENIB,COLO320DM,3.2155
BORTEZOMIB,SORAFENIB,COLO320DM,6.281
BORTEZOMIB,TOPOTECAN,COLO320DM,10.9395
BORTEZOMIB,TOPOTECAN,COLO320DM,12.9275
BORTEZOMIB,TOPOTECAN,COLO320DM,16.4395
BORTEZOMIB,TOPOTECAN,COLO320DM,18.9795
CARBOPLATIN,ABT-888,COLO320DM,1.9895
CARBOPLATIN,ABT-888,COLO320DM,0.9165
CARBOPLATIN,ABT-888,COLO320DM,8.3555
CARBOPLATIN,ABT-888,COLO320DM,3.423
CARBOPLATIN,AZD1775,COLO320DM,24.719
CARBOPLATIN,AZD1775,COLO320DM,21.047
CARBOPLATIN,AZD1775,COLO320DM,21.8
CARBOPLATIN,AZD1775,COLO320DM,21.9835
CARBOPLATIN,BEZ-235,COLO320DM,19.6575
CARBOPLATIN,BEZ-235,COLO320DM,21.2825
CARBOPLATIN,BEZ-235,COLO320DM,18.756
CARBOPLATIN,BEZ-235,COLO320DM,18.2985
CARBOPLATIN,BORTEZOMIB,COLO320DM,46.2805
CARBOPLATIN,BORTEZOMIB,COLO320DM,43.5715
CARBOPLATIN,BORTEZOMIB,COLO320DM,45.181
CARBOPLATIN,BORTEZOMIB,COLO320DM,49.5695
CARBOPLATIN,DASATINIB,COLO320DM,1.2085
CARBOPLATIN,DASATINIB,COLO320DM,0.848
CARBOPLATIN,DASATINIB,COLO320DM,2.8575
CARBOPLATIN,DASATINIB,COLO320DM,5.497
CARBOPLATIN,DINACICLIB,COLO320DM,16.6035
CARBOPLATIN,DINACICLIB,COLO320DM,20.8355
CARBOPLATIN,DINACICLIB,COLO320DM,15.8825
CARBOPLATIN,DINACICLIB,COLO320DM,11.145
CARBOPLATIN,ERLOTINIB,COLO320DM,13.031
CARBOPLATIN,ERLOTINIB,COLO320DM,16.627
CARBOPLATIN,ERLOTINIB,COLO320DM,19.981
CARBOPLATIN,ERLOTINIB,COLO320DM,26.4075
CARBOPLATIN,GELDANAMYCIN,COLO320DM,-2.1525
CARBOPLATIN,GELDANAMYCIN,COLO320DM,13.578
CARBOPLATIN,GELDANAMYCIN,COLO320DM,13.3165
CARBOPLATIN,GELDANAMYCIN,COLO320DM,7.8315
CARBOPLATIN,L778123,COLO320DM,-1.758
CARBOPLATIN,L778123,COLO320DM,-9.887
CARBOPLATIN,L778123,COLO320DM,-8.227
CARBOPLATIN,L778123,COLO320DM,-6.7815
CARBOPLATIN,LAPATINIB,COLO320DM,31.535
CARBOPLATIN,LAPATINIB,COLO320DM,24.4695
CARBOPLATIN,LAPATINIB,COLO320DM,27.5
CARBOPLATIN,LAPATINIB,COLO320DM,27.749
CARBOPLATIN,MK-2206,COLO320DM,13.345
CARBOPLATIN,MK-2206,COLO320DM,14.051
CARBOPLATIN,MK-2206,COLO320DM,15.5795
CARBOPLATIN,MK-2206,COLO320DM,15.163
CARBOPLATIN,MK-4827,COLO320DM,22.0145
CARBOPLATIN,MK-4827,COLO320DM,30.569
CARBOPLATIN,MK-4827,COLO320DM,29.3375
CARBOPLATIN,MK-4827,COLO320DM,21.523
CARBOPLATIN,MK-5108,COLO320DM,-0.1375
CARBOPLATIN,MK-5108,COLO320DM,-0.1165
CARBOPLATIN,MK-5108,COLO320DM,-0.315
CARBOPLATIN,MK-5108,COLO320DM,9.061
CARBOPLATIN,MK-8669,COLO320DM,6.535
CARBOPLATIN,MK-8669,COLO320DM,1.6805
CARBOPLATIN,MK-8669,COLO320DM,13.9275
CARBOPLATIN,MK-8669,COLO320DM,12.7685
CARBOPLATIN,MK-8776,COLO320DM,26.976
CARBOPLATIN,MK-8776,COLO320DM,23.921
CARBOPLATIN,MK-8776,COLO320DM,10.1355
CARBOPLATIN,MK-8776,COLO320DM,19.645
CARBOPLATIN,PD325901,COLO320DM,0.313
CARBOPLATIN,PD325901,COLO320DM,-1.4935
CARBOPLATIN,PD325901,COLO320DM,5.577
CARBOPLATIN,PD325901,COLO320DM,4.0705
CARBOPLATIN,SORAFENIB,COLO320DM,-28.1205
CARBOPLATIN,SORAFENIB,COLO320DM,-20.8995
CARBOPLATIN,SORAFENIB,COLO320DM,-21.3765
CARBOPLATIN,SORAFENIB,COLO320DM,-20.7655
CARBOPLATIN,SUNITINIB,COLO320DM,15.682
CARBOPLATIN,SUNITINIB,COLO320DM,12.5535
CARBOPLATIN,SUNITINIB,COLO320DM,16.2175
CARBOPLATIN,SUNITINIB,COLO320DM,16.2195
CARBOPLATIN,TEMOZOLOMIDE,COLO320DM,-4.9245
CARBOPLATIN,TEMOZOLOMIDE,COLO320DM,-0.078
CARBOPLATIN,TEMOZOLOMIDE,COLO320DM,0.969
CARBOPLATIN,TEMOZOLOMIDE,COLO320DM,0.8035
CARBOPLATIN,ZOLINZA,COLO320DM,12.3495
CARBOPLATIN,ZOLINZA,COLO320DM,1.9135
CARBOPLATIN,ZOLINZA,COLO320DM,14.232
CARBOPLATIN,ZOLINZA,COLO320DM,4.543
CYCLOPHOSPHAMIDE,ABT-888,COLO320DM,7.122
CYCLOPHOSPHAMIDE,ABT-888,COLO320DM,0.34
CYCLOPHOSPHAMIDE,ABT-888,COLO320DM,8.631
CYCLOPHOSPHAMIDE,ABT-888,COLO320DM,5.582
CYCLOPHOSPHAMIDE,AZD1775,COLO320DM,30.1505
CYCLOPHOSPHAMIDE,AZD1775,COLO320DM,30.85
CYCLOPHOSPHAMIDE,AZD1775,COLO320DM,24.816
CYCLOPHOSPHAMIDE,AZD1775,COLO320DM,26.3145
CYCLOPHOSPHAMIDE,BEZ-235,COLO320DM,19.969
CYCLOPHOSPHAMIDE,BEZ-235,COLO320DM,23.8485
CYCLOPHOSPHAMIDE,BEZ-235,COLO320DM,22.845
CYCLOPHOSPHAMIDE,BEZ-235,COLO320DM,23.5515
CYCLOPHOSPHAMIDE,BORTEZOMIB,COLO320DM,44.9855
CYCLOPHOSPHAMIDE,BORTEZOMIB,COLO320DM,46.2095
CYCLOPHOSPHAMIDE,BORTEZOMIB,COLO320DM,53.429
CYCLOPHOSPHAMIDE,BORTEZOMIB,COLO320DM,54.0045
CYCLOPHOSPHAMIDE,DASATINIB,COLO320DM,2.233
CYCLOPHOSPHAMIDE,DASATINIB,COLO320DM,7.238
CYCLOPHOSPHAMIDE,DASATINIB,COLO320DM,8.0405
CYCLOPHOSPHAMIDE,DASATINIB,COLO320DM,7.2475
CYCLOPHOSPHAMIDE,DINACICLIB,COLO320DM,28.2565
CYCLOPHOSPHAMIDE,DINACICLIB,COLO320DM,28.574
CYCLOPHOSPHAMIDE,DINACICLIB,COLO320DM,31.1655
CYCLOPHOSPHAMIDE,DINACICLIB,COLO320DM,28.209
CYCLOPHOSPHAMIDE,ERLOTINIB,COLO320DM,19.3395
CYCLOPHOSPHAMIDE,ERLOTINIB,COLO320DM,11.0075
CYCLOPHOSPHAMIDE,ERLOTINIB,COLO320DM,22.2175
CYCLOPHOSPHAMIDE,ERLOTINIB,COLO320DM,20.9715
CYCLOPHOSPHAMIDE,GELDANAMYCIN,COLO320DM,11.2145
CYCLOPHOSPHAMIDE,GELDANAMYCIN,COLO320DM,10.771
CYCLOPHOSPHAMIDE,GELDANAMYCIN,COLO320DM,1.4175
CYCLOPHOSPHAMIDE,GELDANAMYCIN,COLO320DM,-2.664
CYCLOPHOSPHAMIDE,L778123,COLO320DM,0.3785
CYCLOPHOSPHAMIDE,L778123,COLO320DM,2.504
CYCLOPHOSPHAMIDE,L778123,COLO320DM,8.4345
CYCLOPHOSPHAMIDE,L778123,COLO320DM,10.3125
CYCLOPHOSPHAMIDE,LAPATINIB,COLO320DM,35.5595
CYCLOPHOSPHAMIDE,LAPATINIB,COLO320DM,30.33
CYCLOPHOSPHAMIDE,LAPATINIB,COLO320DM,38.034
CYCLOPHOSPHAMIDE,LAPATINIB,COLO320DM,49.001
CYCLOPHOSPHAMIDE,MK-2206,COLO320DM,25.623
CYCLOPHOSPHAMIDE,MK-2206,COLO320DM,21.9305
CYCLOPHOSPHAMIDE,MK-2206,COLO320DM,24.088
CYCLOPHOSPHAMIDE,MK-2206,COLO320DM,26.5745
CYCLOPHOSPHAMIDE,MK-4827,COLO320DM,32.682
CYCLOPHOSPHAMIDE,MK-4827,COLO320DM,30.637
CYCLOPHOSPHAMIDE,MK-4827,COLO320DM,31.2365
CYCLOPHOSPHAMIDE,MK-4827,COLO320DM,24.9855
CYCLOPHOSPHAMIDE,MK-5108,COLO320DM,12.196
CYCLOPHOSPHAMIDE,MK-5108,COLO320DM,13.5805
CYCLOPHOSPHAMIDE,MK-5108,COLO320DM,18.7935
CYCLOPHOSPHAMIDE,MK-5108,COLO320DM,19.729
CYCLOPHOSPHAMIDE,MK-8669,COLO320DM,11.5115
CYCLOPHOSPHAMIDE,MK-8669,COLO320DM,-0.966
CYCLOPHOSPHAMIDE,MK-8669,COLO320DM,11.851
CYCLOPHOSPHAMIDE,MK-8669,COLO320DM,10.034
CYCLOPHOSPHAMIDE,MK-8776,COLO320DM,23.0295
CYCLOPHOSPHAMIDE,MK-8776,COLO320DM,25.3095
CYCLOPHOSPHAMIDE,MK-8776,COLO320DM,22.9795
CYCLOPHOSPHAMIDE,MK-8776,COLO320DM,26.3085
CYCLOPHOSPHAMIDE,PD325901,COLO320DM,2.368
CYCLOPHOSPHAMIDE,PD325901,COLO320DM,7.453
CYCLOPHOSPHAMIDE,PD325901,COLO320DM,-1.501
CYCLOPHOSPHAMIDE,PD325901,COLO320DM,1.7625
CYCLOPHOSPHAMIDE,SORAFENIB,COLO320DM,-1.552
CYCLOPHOSPHAMIDE,SORAFENIB,COLO320DM,-0.4825
CYCLOPHOSPHAMIDE,SORAFENIB,COLO320DM,-1.13
CYCLOPHOSPHAMIDE,SORAFENIB,COLO320DM,-9.565
CYCLOPHOSPHAMIDE,SUNITINIB,COLO320DM,25.393
CYCLOPHOSPHAMIDE,SUNITINIB,COLO320DM,30.313
CYCLOPHOSPHAMIDE,SUNITINIB,COLO320DM,26.7535
CYCLOPHOSPHAMIDE,SUNITINIB,COLO320DM,25.1205
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,COLO320DM,0.1685
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,COLO320DM,0.522
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,COLO320DM,0.8455
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,COLO320DM,3.323
CYCLOPHOSPHAMIDE,ZOLINZA,COLO320DM,26.2925
CYCLOPHOSPHAMIDE,ZOLINZA,COLO320DM,24.047
CYCLOPHOSPHAMIDE,ZOLINZA,COLO320DM,21.351
CYCLOPHOSPHAMIDE,ZOLINZA,COLO320DM,27.028
DASATINIB,ABT-888,COLO320DM,1.006
DASATINIB,ABT-888,COLO320DM,2.114
DASATINIB,ABT-888,COLO320DM,4.1825
DASATINIB,ABT-888,COLO320DM,0.9255
DASATINIB,BEZ-235,COLO320DM,19.0855
DASATINIB,BEZ-235,COLO320DM,19.24
DASATINIB,BEZ-235,COLO320DM,17.6205
DASATINIB,BEZ-235,COLO320DM,21.312
DASATINIB,DINACICLIB,COLO320DM,17.413
DASATINIB,DINACICLIB,COLO320DM,23.118
DASATINIB,DINACICLIB,COLO320DM,23.595
DASATINIB,DINACICLIB,COLO320DM,29.254
DASATINIB,GELDANAMYCIN,COLO320DM,3.463
DASATINIB,GELDANAMYCIN,COLO320DM,1.9885
DASATINIB,GELDANAMYCIN,COLO320DM,0.5845
DASATINIB,GELDANAMYCIN,COLO320DM,3.116
DASATINIB,MK-8669,COLO320DM,4.8975
DASATINIB,MK-8669,COLO320DM,3.5085
DASATINIB,MK-8669,COLO320DM,3.5395
DASATINIB,MK-8669,COLO320DM,10.062
DASATINIB,MK-8776,COLO320DM,11.255
DASATINIB,MK-8776,COLO320DM,19.848
DASATINIB,MK-8776,COLO320DM,18.99
DASATINIB,MK-8776,COLO320DM,23.6815
DASATINIB,OXALIPLATIN,COLO320DM,0.5095
DASATINIB,OXALIPLATIN,COLO320DM,-2.3255
DASATINIB,OXALIPLATIN,COLO320DM,1.6335
DASATINIB,OXALIPLATIN,COLO320DM,5.1875
DASATINIB,SN-38,COLO320DM,17.849
DASATINIB,SN-38,COLO320DM,23.0415
DASATINIB,SN-38,COLO320DM,18.2615
DASATINIB,SN-38,COLO320DM,16.0005
DASATINIB,SORAFENIB,COLO320DM,-1.827
DASATINIB,SORAFENIB,COLO320DM,-1.0545
DASATINIB,SORAFENIB,COLO320DM,-0.617
DASATINIB,SORAFENIB,COLO320DM,-2.6185
DASATINIB,TOPOTECAN,COLO320DM,-1.293
DASATINIB,TOPOTECAN,COLO320DM,3.211
DASATINIB,TOPOTECAN,COLO320DM,1.7455
DASATINIB,TOPOTECAN,COLO320DM,-0.1545
DEXAMETHASONE,ABT-888,COLO320DM,3.2265
DEXAMETHASONE,ABT-888,COLO320DM,-3.29
DEXAMETHASONE,ABT-888,COLO320DM,2.7575
DEXAMETHASONE,ABT-888,COLO320DM,1.8205
DEXAMETHASONE,AZD1775,COLO320DM,22.34
DEXAMETHASONE,AZD1775,COLO320DM,22.872
DEXAMETHASONE,AZD1775,COLO320DM,17.7305
DEXAMETHASONE,AZD1775,COLO320DM,27.3645
DEXAMETHASONE,BEZ-235,COLO320DM,21.598
DEXAMETHASONE,BEZ-235,COLO320DM,25.412
DEXAMETHASONE,BEZ-235,COLO320DM,25.2645
DEXAMETHASONE,BEZ-235,COLO320DM,22.64
DEXAMETHASONE,BORTEZOMIB,COLO320DM,51.554
DEXAMETHASONE,BORTEZOMIB,COLO320DM,44.8995
